# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:A9": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:A9", "device connection": "BTH98:D3:B1:FD:3D:A9", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-9-8", "time": "10:8:5.206", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	506	
1	0	0	0	0	511	
2	0	0	0	0	512	
3	0	0	0	0	506	
4	0	0	0	0	518	
5	0	0	0	0	507	
6	0	0	0	0	514	
7	0	0	0	0	512	
8	0	0	0	0	505	
9	0	0	0	0	515	
10	0	0	0	0	504	
11	0	0	0	0	513	
12	0	0	0	0	511	
13	0	0	0	0	507	
14	0	0	0	0	515	
15	0	0	0	0	505	
0	0	0	0	0	510	
1	0	0	0	0	512	
2	0	0	0	0	507	
3	0	0	0	0	512	
4	0	0	0	0	510	
5	0	0	0	0	509	
6	0	0	0	0	509	
7	0	0	0	0	508	
8	0	0	0	0	515	
9	0	0	0	0	507	
10	0	0	0	0	514	
11	0	0	0	0	511	
12	0	0	0	0	508	
13	0	0	0	0	513	
14	0	0	0	0	508	
15	0	0	0	0	513	
0	0	0	0	0	513	
1	0	0	0	0	509	
2	0	0	0	0	513	
3	0	0	0	0	510	
4	0	0	0	0	514	
5	0	0	0	0	513	
6	0	0	0	0	508	
7	0	0	0	0	509	
8	0	0	0	0	507	
9	0	0	0	0	513	
10	0	0	0	0	510	
11	0	0	0	0	510	
12	0	0	0	0	510	
13	0	0	0	0	511	
14	0	0	0	0	513	
15	0	0	0	0	507	
0	0	0	0	0	509	
1	0	0	0	0	513	
2	0	0	0	0	507	
3	0	0	0	0	511	
4	0	0	0	0	510	
5	0	0	0	0	509	
6	0	0	0	0	514	
7	0	0	0	0	506	
8	0	0	0	0	513	
9	0	0	0	0	509	
10	0	0	0	0	506	
11	0	0	0	0	514	
12	0	0	0	0	506	
13	0	0	0	0	519	
14	0	0	0	0	510	
15	0	0	0	0	507	
0	0	0	0	0	515	
1	0	0	0	0	507	
