SpinalErector_FaseInicialFilter,SpinalErector_FaseFinalFilter
-0.005224919,-0.018976405
-0.00096002,-0.01244122
0.006241059,-0.005054492
0.005858654,-0.007706328
0.001034807,0.008158336
-0.000158553,0.022966179
-0.000964313,-0.00481007
0.000742551,-0.032719936
0.002917412,-0.019447615
-0.002158773,-0.011152222
-0.00436818,-0.01135808
-0.002518096,0.034601515
-0.008448993,0.068399285
-0.009722496,0.020142177
0.002122788,-0.018535542
0.008969803,-0.00510863
0.005865821,-0.02018096
0.003038385,-0.040128599
0.001048266,-0.016980786
-0.000369732,-0.001239973
0.001644734,-0.000189766
0.005137116,0.007024663
0.007390389,0.005878642
0.005578038,0.009151456
0.000204216,0.017687516
-0.00263841,0.008430359
-0.00388393,-0.005024278
-0.005287518,-0.005247792
-0.001588467,0.004390482
0.002372367,0.012714852
-0.001059189,0.007477704
-0.004514852,-0.000294782
-0.001943469,0.001272961
-0.000206496,0.000446346
-0.001957309,-0.000417213
-0.000486349,0.007363936
0.002250355,0.004255012
0.001038347,-0.013115454
0.001471755,-0.014204434
0.002423879,-0.0013293
-0.002573155,-0.000883668
-0.007928936,-0.008096019
-0.008621573,-0.01872939
-0.00465712,-0.031858046
0.002329133,-0.025034646
0.00443125,-0.006507019
0.001928944,-0.001559521
0.004069007,0.004582956
0.006925691,0.020064093
0.003161789,0.026618764
0.000913681,0.021008987
0.003103749,0.011783904
0.000463868,0.004553161
-0.001660548,0.003092654
0.002060487,0.015973019
0.000194671,0.03701121
-0.004563416,0.031733675
-0.002936663,0.003455535
0.000435737,-0.004209768
0.006162596,0.005699179
0.011563424,-0.000136133
0.005996567,-0.023590601
-0.004625129,-0.039720274
-0.008717903,-0.029421324
-0.006596942,-0.008094812
-0.004433336,-0.002984862
-0.00465983,-0.013839026
-0.003082224,-0.022732128
-0.00275985,-0.018575977
-0.008293536,-0.011434359
-0.008499913,-0.014039272
-0.000383925,-0.016377538
0.004209095,-0.012588485
0.007899616,-0.004419415
0.012405131,0.017148664
0.007015216,0.034528427
0.000972343,0.028601233
0.00171282,0.030477644
-0.005936659,0.04433527
-0.010594392,0.036030124
0.003367817,0.018412022
0.009970484,0.008794064
0.002018855,-0.000713366
0.001767559,-0.003126517
0.005442429,-0.004673395
0.004874191,-0.007790612
0.003656316,-0.001990278
-0.000356625,-0.008942411
-0.002364779,-0.022020773
-0.003505224,-0.015014028
-0.011099479,-0.016552079
-0.00903318,-0.029600101
0.004526132,-0.030064131
0.004702038,-0.034583148
-0.003274822,-0.031684537
-0.002370469,-0.006593106
-0.000406384,0.005970176
-0.001989129,0.008814146
-0.003901425,0.020481118
-0.004847261,0.021055892
-0.002151479,0.018832005
-0.00116502,0.0298114
-0.00284207,0.031116441
0.0014911,0.018649573
0.004522438,0.008288023
-0.002472218,-0.001780821
-0.006365219,-0.004901936
0.000128017,0.004426722
0.006836537,0.007679501
0.010255553,0.003422325
0.011164958,0.002679943
0.006885924,-0.000341828
0.00341868,-0.002734383
0.005184741,-0.001703256
0.0061563,-0.006172661
0.004590606,-0.013874046
0.00169494,-0.021972061
-0.001671185,-0.026917694
-0.005759791,-0.02906095
-0.012569144,-0.037580726
-0.012478792,-0.029229815
-0.004178999,0.005415369
-0.003863412,0.02455384
-0.005846373,0.027823187
-0.001666762,0.032392134
-0.004845713,0.015175091
-0.010181759,-0.005496126
-0.002849836,0.002603215
0.006829573,0.013916987
0.006291275,0.01424762
0.001287646,0.014938093
0.001778039,0.012670402
0.005394909,0.004418538
0.006882307,-0.011985853
0.008252485,-0.025008997
0.007114391,-0.014662013
0.00441587,0.000914568
0.005469023,0.008170378
0.002352651,0.020815454
-0.006317477,0.017022931
-0.009613182,-0.011001662
-0.007618639,-0.024440133
-0.003349689,-0.025798973
0.000694674,-0.026285091
0.000324805,-0.002449597
0.000581682,0.024096333
0.001879447,0.017479978
-0.001332069,-0.00166432
-0.004004286,-0.011116599
-0.002644167,-0.010465876
0.000369425,0.003079935
0.002658273,0.017900922
0.000494288,0.0164156
-0.000583359,0.003578284
0.002438946,-0.004413206
1.01E-05,-0.005004419
-0.003017964,-0.009805543
-2.74E-05,-0.015935411
-0.000819631,-0.006583811
0.000742036,0.006318603
0.010120551,0.003678548
0.007018707,0.004210281
-0.004889483,0.01828091
-0.003802151,0.024524175
-0.000326609,0.017888061
-0.003070514,0.00331866
-0.000806324,-0.019402512
0.000984404,-0.028900005
-0.003226961,-0.015851243
-0.004684808,-0.008237869
-0.002945676,-0.006506379
0.000633151,0.005872768
0.005189085,0.008328356
0.003471468,0.002111707
-2.03E-05,0.011523122
0.002425358,0.014461181
0.003210149,-0.003148642
0.001266225,-0.013200875
0.002859425,-0.009283509
0.00214593,-0.005144505
-0.003388138,-0.003762054
-0.00597824,-0.004852288
-0.003163558,-0.00486784
4.59E-05,0.002190257
0.000328366,0.01225599
0.000948545,0.012025127
0.001962588,0.002495334
0.00085116,0.001918261
-0.000898739,0.007727597
-0.00540922,0.004121863
-0.007900237,0.002844747
-0.002060951,0.009731367
0.00175901,0.003562888
0.002719134,-0.007438265
0.005714387,-0.0015478
0.001950162,0.000772706
-0.001593395,-0.00762322
0.002532432,-0.000307926
0.00108009,0.007911804
-0.000337908,-0.005655289
0.006651119,-0.01516508
0.005218242,-0.010350161
-0.00280181,-0.010694066
-0.002803599,-0.014025788
-0.00360872,-0.010504929
-0.006745567,-0.002848095
-0.003233767,0.005277031
0.001120943,0.01077813
0.005158571,0.01092866
0.008379473,0.00612405
0.00350176,0.003777057
-0.000671976,0.011038724
-0.000580539,0.014092123
-0.004293078,0.004220039
-0.003852378,0.003889033
-5.83E-05,0.008010871
-0.004761075,-0.006831941
-0.008548324,-0.007837628
-0.004765731,0.013247957
-0.001555966,0.003704108
0.002510871,-0.021686028
0.008145442,-0.019677307
0.007379002,-0.011175505
0.001765692,-0.001074783
0.000386478,0.015448462
0.003861463,0.007392983
0.004636383,-0.013976661
-0.001176872,-0.015466989
-0.007846688,-0.007317229
-0.007547503,0.000485807
-0.00263894,0.007450528
-4.51E-05,0.010616867
0.002446516,0.014388616
0.006364936,0.009945492
0.006661578,-0.001089328
0.004099348,0.002351358
0.00093906,0.008689297
-0.002358979,0.005203933
-0.002791081,0.007297082
-0.002442447,0.005851838
-0.002801093,-0.00611511
-0.000667997,-0.004423306
0.000819407,0.002667549
-8.48E-05,-0.008394089
-0.00132778,-0.023297544
-0.004856646,-0.027375154
-0.006399454,-0.018340338
-0.002116606,0.004222658
0.000470671,0.020981186
-0.000358742,0.019559026
0.000189556,0.007827917
0.002813659,-0.010970823
0.007416511,-0.023800184
0.009694484,-0.016233852
0.006548479,0.003577096
0.002406175,0.025775732
-0.001731981,0.030886176
-0.005065016,0.005358716
-0.006372153,-0.008503823
-0.008457091,0.012101877
-0.004987126,0.018505509
0.004828755,-0.000512058
0.004430731,-0.007304641
-0.004230941,-0.004003255
-0.001399978,-0.007350115
0.010148063,-0.012832235
0.009844956,-0.016434559
-0.004122535,-0.012626697
-0.010393293,-0.00073431
-0.002480863,0.005344507
0.000854386,-0.001974906
-0.003957557,-0.008518114
-0.002615109,0.000838563
0.003036066,0.00884228
0.003968539,0.00102671
0.003889622,-0.001061528
0.005034168,0.004181192
0.002880048,0.002047194
0.001141856,0.003816613
0.003772819,0.00867145
0.002639463,0.006347535
-0.002739016,0.004353994
-0.005003343,0.002558679
-0.008152331,5.22E-05
-0.010854644,0.000400311
-0.008566842,-0.00122789
-0.007562118,-0.00167471
-0.001927388,0.001243762
0.007028668,0.001487909
0.002925894,-0.000942883
0.003152894,-0.007688843
0.017260939,-0.011047589
0.015096772,0.000973894
0.001396641,0.010710627
-0.000798764,0.002052829
-0.000998629,-0.009101639
-0.001934507,-0.008748415
-0.001800546,-0.001542953
-0.006336115,-0.000810709
-0.006716257,-0.008548615
-0.005406323,-0.006576211
-0.008319624,0.003313187
-0.002414481,-0.000112184
0.004128504,-0.006313962
0.002513414,0.000267552
0.009089544,0.006304604
0.013347645,0.007111719
0.002012814,0.008113378
-0.004190314,0.006203741
-0.002234792,0.002708432
-0.002191306,-0.00158176
-0.000268543,-0.002020946
-0.003427875,0.010758755
-0.011009673,0.020894099
-0.007618101,0.015446391
-0.000241122,0.011800499
0.000297287,0.005681005
0.000503159,-0.015351513
0.001519828,-0.024056296
0.00126102,-0.014383882
0.002738899,-0.014321504
0.003321487,-0.015688988
0.001206676,-0.007082694
0.001918632,-0.004932253
0.005175298,-0.001601232
0.006108738,0.009308308
0.006215969,0.005118261
0.005326715,-0.009284277
-2.17E-06,-0.009423517
-0.006042635,0.00158911
-0.007129773,0.008900368
-0.002674103,0.008340535
0.003096428,0.007420313
0.003650021,0.012938479
-0.00021715,0.01927934
-0.001325582,0.016496035
0.000496701,0.003613258
-0.000619262,-0.003034879
-0.003209136,0.000743489
-0.001263699,-0.005185687
0.000276314,-0.013522501
-0.004723141,-0.012908408
-0.006872686,-0.019155702
-0.00172529,-0.015336901
0.00026582,0.004035141
-0.000368542,-0.00115667
0.001316513,-0.010703977
-0.001488221,0.007965819
-0.004039839,0.014389182
0.001540457,0.004127885
0.00149506,0.013039169
-0.007384679,0.022197211
-0.008742255,0.014393222
-0.003734669,0.0075414
-0.002608828,0.000821302
-0.001081562,-0.010364097
0.003483062,-0.016562594
0.004603875,-0.016529307
0.004018462,-0.01373899
0.008933863,-0.011911372
0.015799912,-0.013615159
0.017832777,-0.011108281
0.014613047,-0.000652418
0.007463448,0.008282507
0.002520567,0.00933821
0.003709477,0.005843079
0.003111572,0.004076176
-0.00024593,0.004892324
-0.000378366,0.006109633
-0.002766212,0.008824579
-0.008775443,0.008458882
-0.011000803,0.0024304
-0.012049326,-0.000244805
-0.015166163,0.002184354
-0.016303985,0.004380208
-0.013985212,0.002498723
-0.007482888,-0.001618075
-0.000628938,0.002563078
-0.001632508,0.004446471
-0.005915853,-0.008410932
-0.005516149,-0.012062088
-0.003106827,-0.002801927
0.001608909,-0.001957465
0.009134638,-0.002878052
0.012096136,-0.002340066
0.007179089,-0.005836782
0.001137295,-0.00185434
0.005674928,0.00747818
0.016126523,0.007389014
0.013073147,-0.001927036
0.002996069,-0.007431835
0.003127238,0.000925004
0.004303784,0.01010182
-7.27E-05,0.004869236
-0.001615749,-0.003888117
-0.000725731,-0.006929222
-0.001099393,-0.006850703
-0.001042347,-0.004293493
0.00095559,-0.005978583
0.001850823,-0.007767381
-0.00072152,0.002525812
-0.000674372,0.006520856
0.000942959,-0.006979784
-0.003505423,-0.01152027
-0.00684039,-0.002286236
-0.004321276,0.0036211
-0.003879129,0.009107777
-0.006376318,0.016555343
-0.006378984,0.020483841
-0.001375197,0.020182211
0.002181816,0.016160498
-0.001745042,0.013178863
-0.002681882,0.008501741
0.001608891,-0.00183174
-0.002534336,-0.007543012
-0.008035172,-0.012402389
-0.003070855,-0.021440356
-0.00053639,-0.019337473
-0.001133355,-0.012779258
0.00603216,-0.017713739
0.005918373,-0.021921635
-0.002145765,-0.015495033
0.002604021,-0.005010025
0.006828716,0.003302946
0.002752703,0.011784402
0.009634842,0.021231869
0.011557095,0.017800586
-0.00265118,0.004928151
-0.003404919,0.001257864
0.005518967,-0.003036049
0.002407945,-0.010418322
0.000184508,-0.002081742
0.003411025,0.013732911
0.002677493,0.0259076
0.000625842,0.034800443
-0.003144539,0.025974079
-0.006097061,0.003468415
-0.003766287,-0.009762173
-0.003297324,-0.01417604
-0.005016114,-0.017218948
-0.006386675,-0.018539018
-0.010549425,-0.020618781
-0.009802129,-0.022055272
-0.001843428,-0.01900877
0.002067788,-0.014656263
0.002580751,-0.013991756
0.004126581,-0.012034487
0.003636806,-0.002419003
0.003816079,0.004985245
0.005905783,0.005221591
0.004924904,0.012445898
0.001702367,0.025587883
0.000167655,0.026474352
0.001353347,0.016735801
6.05E-05,0.011828839
-0.006902608,0.012296695
-0.006462708,0.011446202
0.003741721,0.010166465
0.005126499,0.006865661
-0.000852831,0.000100882
-0.001034824,-0.002408856
0.000488787,-0.00290841
-0.000477093,-0.00867349
-0.001991694,-0.009795812
-0.000864329,-0.004812743
0.004982096,-0.007610547
0.007649766,-0.016792139
0.003648007,-0.022459937
-0.000624561,-0.017395803
-0.00243252,-0.003260339
-4.81E-05,0.001137336
0.000791912,-0.005312313
-0.006035107,-0.004324113
-0.009016948,0.001840169
-0.004285651,0.006635725
-0.000301888,0.010726633
0.002345618,0.008909158
0.000990731,0.002976722
-0.002202126,-0.005034755
0.001818372,-0.0133866
0.007462219,-0.009671681
0.004881922,0.001835157
-0.002783003,0.006914489
-0.003134448,0.00682918
0.003029281,0.004524473
0.000241687,0.008915653
-0.003402632,0.02016837
0.002180092,0.018197735
0.000463799,0.008249726
-0.004536069,0.002200286
5.49E-05,-0.003788486
0.00124916,0.003353126
-0.001728283,0.013531754
-8.37E-05,0.001610122
-0.000322555,-0.009269733
-0.002831428,-0.006278545
-0.00293103,-0.008786916
-0.002489125,-0.013176672
-0.000589041,-0.015309839
0.003413953,-0.019103916
0.006468121,-0.017974448
0.006419962,-0.012512318
0.00263137,-0.003658959
-0.000664108,0.006159361
-0.00086747,0.009003328
-0.002823491,0.013230609
-0.004353431,0.017846817
-0.000237996,0.008558376
0.004090622,-0.00095175
0.005717702,0.001211877
0.003971374,-0.000249095
-0.002501096,-0.006523374
-0.002504591,-0.000736326
0.003093097,0.013168918
-0.001873009,0.012999107
-0.007243122,0.001140407
-0.00128787,-0.002496013
0.002643476,-0.001480162
0.001149881,-0.005123215
-0.002803577,-0.007482868
-0.008270289,-0.007010879
-0.005497225,-0.00631125
-0.000597157,-0.004321299
-0.002127529,-0.003015263
-0.000165174,-0.003466522
0.002077207,-0.001020291
0.001187385,0.003484115
0.003890444,0.001749373
0.002226021,-0.002236393
7.53E-05,0.001045019
0.005196934,0.004396059
0.003423282,0.002850117
5.97E-05,0.003160377
0.0039976,0.006807949
0.001735238,0.010527009
0.000786285,0.006347097
0.007644329,-0.002389509
0.004764068,-0.000190491
-0.00339835,0.001760375
-0.004062643,-0.004854683
-0.003627971,-0.000635058
-0.003988375,0.006338587
-0.002650313,0.00022633
-0.002755571,-0.003268447
-0.004679388,-0.002181054
-0.003996981,-0.008185544
0.000418876,-0.012879687
0.000291671,-0.009026019
-0.005011183,-0.002483212
-0.005214253,0.002663067
-0.002478651,0.003274282
-0.000543769,-0.00181064
0.003653919,-0.003191918
0.005756273,0.003498382
0.006510582,0.004765829
0.008657088,-0.002794354
0.006516373,-0.002854354
0.004189856,0.006773796
0.003856564,0.011827049
-0.002397252,0.008967679
-0.005736069,0.00063362
0.00060225,-0.011797566
-0.00011568,-0.013868647
-0.009418349,-0.000288894
-0.00842037,0.006771009
0.000383079,0.001769838
0.000583142,0.001162793
-0.001414756,0.003245838
0.005978215,0.005296358
0.00861091,0.012612416
-0.001076827,0.012186538
-0.004829736,-0.001843883
-0.001135478,-0.011528429
-0.003148798,-0.011344517
-0.003878646,-0.008221722
0.001827991,-0.001630779
0.001823821,0.003296346
-0.003903046,0.00254134
-0.002917118,0.003833614
0.00212139,0.00226674
0.002286225,-0.00755378
0.002683025,-0.011080436
0.00413751,-0.005090454
-0.000763151,-0.000491302
-0.00385507,0.000619664
0.001720757,0.000817734
0.003871047,0.002716235
-0.001187941,0.004909351
-0.00133232,0.004123306
0.005600801,0.00212758
0.006282446,0.001693429
-0.000943647,0.003898742
-0.001902535,0.002413605
0.000616139,-0.003228524
-0.003310312,0.000487839
-0.004663217,0.004308492
-0.001992623,-0.006007149
-0.002952784,-0.007636076
-0.001769639,0.004532627
0.000106379,0.002592992
-0.002319142,-0.005657024
0.000779836,-7.05E-06
0.006097072,0.004290397
0.002079992,-2.73E-05
-0.001945747,-0.00379396
-0.000552946,-0.005081555
-0.002145315,0.007402151
-0.003725551,0.021095214
-0.000589606,0.003625376
0.000928739,-0.014899071
0.000309747,-0.003954731
0.002674756,0.001025699
0.00385174,-0.002890128
0.002322099,0.004659278
0.005751877,0.00164508
0.008856198,-0.008923499
0.002322399,-0.005734639
-0.006299196,-0.002506283
-0.010453232,-0.003355025
-0.009711126,-0.002038841
-0.00326721,-0.001684086
0.000771329,0.004756641
-0.000881161,0.008280266
0.000783981,-0.004210618
0.003958142,-0.010587841
0.003276496,-0.004041747
0.005281712,-0.002112536
0.005004179,0.002232016
-0.004390054,0.010560706
-0.005310459,0.007737797
0.001810824,0.003143785
-0.001515544,0.008946494
-0.00182573,0.013537679
0.005080307,0.006900043
0.002120642,-0.003514815
0.00020904,-0.004683207
0.003051011,9.37E-05
-0.001655001,-0.002104736
-0.0039728,-0.007308764
-0.002625244,-0.009161042
-0.005415033,-0.009012089
-0.002155894,-0.001353484
0.00536857,0.006936748
0.003490647,0.001599432
-0.002806672,-0.007214894
-0.002309893,-0.008723897
0.001214127,-0.006234779
-0.001104486,-0.000102746
-0.003767275,0.005115323
0.000657666,0.006964824
0.004921657,0.009520275
0.005819632,0.006633638
0.00504069,-0.002217661
-0.001380627,-0.006413593
-0.004000992,-0.007403311
0.003941701,-0.008241578
0.004277732,-0.004069535
-0.003824489,0.003083345
-0.001588821,0.007467882
0.003314313,0.007831289
-0.001396175,0.00874661
-0.005114277,0.012727089
-0.001741285,0.008593749
0.000977869,-0.004172094
-0.000950972,-0.008268266
-0.00144788,-0.003887212
0.000831552,0.00059717
-0.003415078,0.000978709
-0.009678634,-0.009310112
-0.005756477,-0.015782616
0.000768155,-0.009488849
0.002110889,-0.002395314
0.003626203,0.013196945
0.005510817,0.022169821
0.005977443,0.000221439
0.005255919,-0.011173293
0.001180291,-0.000294379
-0.000883364,-0.007182019
0.00227118,-0.010275933
0.000413684,0.006631946
-0.004415444,0.007635338
-0.000877766,0.000423577
0.003858278,0.005385826
0.003110953,0.005657113
0.001198389,0.000673457
-0.002494329,0.001842698
-0.004210974,0.002467127
-0.002091984,-0.001387698
-0.003105671,-0.006790401
-0.002014765,-0.010484843
0.004817547,-0.006899408
0.007418298,-0.001910574
0.003070417,-0.00133642
-0.004557523,0.003433043
-0.008863048,0.005206639
-0.006318287,-0.000733572
-0.005703147,0.005306199
-0.005503985,0.010471422
0.001818011,-0.002340331
0.006296252,-0.004377343
0.004416776,0.003565242
0.004033442,-0.001541205
0.003060708,-0.003786446
0.001898009,-0.001027878
0.003178513,-0.004052055
0.002557625,-0.001350434
0.002044484,0.001196806
0.000871002,-0.001288872
-0.006076659,0.007170095
-0.007139863,0.014213078
0.002348522,0.002601665
0.004528599,-0.007884759
-0.001639709,-0.001983819
-0.002716265,0.007183202
-0.002386479,0.00527988
-0.002043006,-0.005693487
0.002706073,-0.012084561
0.002152952,-0.00858608
-0.001827413,-0.003712389
0.002301162,-0.002242841
0.003016212,-0.001714054
-0.00531082,-0.001284561
-0.006178822,-0.003335596
0.000482011,-0.005839432
0.001723857,-0.00159255
0.001607677,0.005816655
0.006735191,0.009083817
0.007862851,0.009714253
0.001782335,0.006000698
-0.001572721,0.003083465
-0.003719688,0.007824567
-0.006654282,0.005695236
-0.002537888,-0.004278426
0.000370037,-0.003157773
-0.003196495,0.002766599
-0.002236379,0.000655237
-0.003746363,-0.002540291
-0.008985533,-0.002580959
-0.002315568,-0.000840008
0.00596478,-0.000254597
0.006708991,-0.006863362
0.008756149,-0.01167994
0.005828711,-0.005106025
-0.001256557,-0.002242126
-0.001066157,-0.005502011
0.002007229,0.00225881
0.003632763,0.009320244
0.003349301,0.001820666
0.002283638,-0.002765174
0.004105136,-0.000229011
0.002010823,-0.001366618
-0.003917037,-0.00060703
-0.004019911,0.005032144
-0.001669628,0.00796105
-0.000732973,0.006931883
-0.002828486,0.005521667
-0.009566114,0.00312611
-0.009521065,-0.003062283
-0.003067887,-0.00798128
-0.002836985,-0.0063379
9.66E-05,-0.004189057
0.006429624,-0.003782657
-0.000844181,0.000504086
-0.008216578,0.0070932
-0.000238912,0.008601154
0.003694566,0.002862498
-0.00104567,-0.003229322
0.001587415,-0.004667127
0.008203175,-0.003701793
0.010171125,0.000483931
0.007761402,0.005570078
0.003077273,0.004931765
0.000927209,0.00193457
0.000251022,5.40E-05
-0.00124713,-0.004062979
-0.001294152,-0.007792621
-0.00306193,-0.005408673
-0.003109107,0.000309955
0.004612752,0.002882123
0.007154423,0.000922175
-0.001278785,-0.004000997
-0.004674768,-0.004567859
-0.000763894,0.002073037
-0.002564953,0.001290682
-0.007525723,-0.004984817
-0.005651973,-0.000605254
-0.001113331,0.002260257
-0.000348481,-0.001961612
-0.001302017,0.002765722
-0.003380472,0.007943035
-0.004235048,0.002895443
0.00183642,0.000855332
0.007051398,0.005172858
0.003571038,0.004586979
0.000773217,-0.002054986
-0.00024132,-0.004903508
-0.002731277,-0.001038779
0.001393734,0.00274373
0.003733778,0.000527945
-0.002863134,-0.007499772
-0.001337462,-0.008737228
0.005285459,0.001436457
0.002091273,0.004956214
-0.001634902,0.000845464
-0.000697968,0.002274425
-0.001454059,0.002459811
-0.002545835,-9.17E-05
-0.002053749,0.001557165
1.60E-05,0.001631042
0.003026261,0.000953906
0.003474214,0.004616869
0.001350743,0.005949125
0.001096945,0.001077581
0.003495625,-0.004774047
0.002878493,-0.005625657
-0.001434035,-0.005239205
-0.000807903,-0.010916623
0.003575032,-0.013301456
0.002161474,-0.006508632
-0.000170067,-0.001678839
3.02E-05,0.002253721
-0.003326618,0.007875023
-0.001345934,0.004815211
0.002966065,-0.002066322
-0.008155283,-0.000574452
-0.015754797,0.00593806
-0.006748673,0.009728034
-0.004162674,0.008736713
-0.003744845,0.007394065
0.00526446,0.006409585
0.006631121,0.000983813
0.001908924,-0.003430931
0.001359769,-0.003943451
0.002301002,-0.005518587
0.003995228,-0.001696821
0.002048025,0.006964793
0.000275662,0.006571562
0.006525929,-0.000410666
0.007779664,-0.004735492
0.00562542,-0.00898669
0.012970384,-0.013085115
0.008813203,-0.012362507
-0.010999441,-0.009400478
-0.01518115,-0.006818255
-0.007332107,-0.000865377
-0.006529738,0.006755363
-0.008748329,0.010387091
-0.015260842,0.011765003
-0.014364813,0.010699489
0.012348474,0.005004205
0.034469467,0.001763684
0.020252484,0.003332457
-0.005208354,0.002225728
-0.01232075,-0.002224849
-0.008737414,-0.00394441
-0.006395723,-0.000131882
-0.002561445,0.002805634
-0.002936155,-0.002981319
-0.010408137,-0.009158428
-0.006003138,-0.004170963
0.011245525,0.003013288
0.019182368,-0.000452077
0.013178341,-0.005596089
0.001877951,-8.36E-05
-0.004840912,0.002913307
-0.003299069,-0.005843657
-0.002905528,-0.007085973
-0.004320491,0.001690171
-0.004471849,0.003811465
-0.008046092,0.003477189
-0.004226789,0.004304684
0.013211598,0.002216475
0.01891283,0.002768938
0.005286086,0.001859798
-0.001663714,-0.003128824
-0.00254771,-0.002825126
-0.010979723,-0.000899997
-0.011809226,0.000504523
-0.00812635,0.00573418
-0.013556946,0.00642197
-0.0066612,0.003546438
0.010380251,0.004448685
0.007951361,0.001142103
-0.000234621,-0.003903893
0.003046479,-0.002433125
-0.001208648,-0.00201373
-0.007098896,-0.000453502
0.008541812,0.003303037
0.02163717,-0.006265536
0.009222292,-0.01712364
0.000892287,-0.009289684
0.009611815,-0.002603319
0.00625739,-0.007048217
-0.013396243,-0.001182885
-0.020637861,0.012136136
-0.007129252,0.011847635
0.004119614,0.004553255
0.000707131,0.00475232
-0.000703928,0.001767534
0.0067393,-0.006967841
0.003490332,-0.003072253
-0.010374274,0.004535738
-0.009152567,0.000948559
0.001357766,0.001606051
-0.002705916,0.005942193
-0.008661241,0.004008391
-0.002021579,0.002701494
0.002598302,-0.005083169
-0.000278233,-0.01213219
-0.000476385,-0.00024473
0.007206671,0.005358397
0.015426577,-0.00349519
0.009849798,-0.000895057
-0.001943011,0.003825945
-0.002213455,0.002399057
-0.000810571,0.004761846
-0.003760426,0.001708704
0.001994524,-0.002438882
0.007330409,0.002657034
0.001072544,0.004977546
-0.003857921,0.001164775
-0.004173911,-0.005950041
-0.005597288,-0.011746135
-0.005234777,-0.006730521
-0.00114932,-0.003103482
0.002203453,-0.005193953
-0.002461284,0.001367376
-0.003201771,0.001398914
0.009037192,-0.010794795
0.00692199,-0.008540528
-0.005728855,0.001250937
5.78E-05,0.002422028
0.0014396,0.008672699
-0.00708875,0.014366831
0.00106904,0.008660852
0.006789162,0.006984009
0.001724031,0.006491758
0.002461463,-0.001486884
-0.003028851,0.000585024
-0.008579124,0.007704233
-0.001860183,-0.001148819
-0.00112995,-0.007989036
-0.001408663,0.002305163
0.005659836,0.007105111
0.002126101,-0.000788477
-0.006018311,-0.005779505
-0.004334615,-0.007229147
0.000660123,-0.008520737
0.005359116,-0.006278916
0.005259307,-0.004697348
-0.000185224,-0.006621186
3.31E-05,-0.004816313
0.001332787,0.001905868
-0.00214187,0.003888531
-0.002422193,-0.000210879
-0.001145668,0.001297632
0.002965605,0.008494958
0.009460787,0.008286318
0.001119314,0.001575645
-0.009047667,-0.001578951
0.003200722,-0.001487873
0.014275964,-0.001363057
0.004169854,0.0016257
-0.009695805,0.005323278
-0.012420468,-0.000800814
-0.003254241,-0.009816608
0.002529844,-0.006470178
-0.004369273,-0.003029624
-0.004525317,-0.004764695
0.004370807,0.002604642
0.002420159,0.008165016
-0.004113876,0.00484229
-0.002851027,0.005810902
-0.000984092,0.00459012
-0.00083507,0.000649048
0.002950938,0.00728843
0.008392202,0.009361872
0.009541632,-0.003669276
0.006317428,-0.007038977
0.002085171,0.002367765
-0.002690866,-0.000930782
-0.003153472,-0.008930386
0.000474838,-0.003166459
-0.005074157,-0.000584708
-0.012066167,-0.006054179
-0.005173053,-0.003772273
-0.003060534,-0.001450836
-0.009953742,-0.003680089
-0.00384058,0.000207183
0.002789395,0.003361146
-0.000699381,0.002178278
0.003727661,0.004993939
0.010172383,0.00329382
0.01151573,-0.005136768
0.014797419,-0.007073022
0.010238363,-0.006750338
0.002426907,-0.00628331
0.002383918,0.001590456
-0.002626796,0.00515671
-0.00983559,0.00192289
-0.010379612,0.005680853
-0.011808728,0.010486623
-0.008067728,0.007878487
0.003252874,0.003997367
0.007753736,0.002534163
0.002787462,0.002134927
-0.005060731,0.000276811
-0.006008497,-0.002643622
0.002353412,-0.004335962
0.004472594,-0.003978578
-0.00149446,5.61E-05
-0.00195374,0.002436625
0.000886012,0.000341905
0.000647541,0.000421273
0.000142135,-0.003403751
0.001063762,-0.012250243
0.002236954,-0.009149594
0.001803994,0.003189802
0.000500916,0.006681663
0.001050088,-0.001837366
0.002160217,-0.008675488
0.00176345,8.68E-05
0.001532904,0.011363855
0.003119963,0.005929843
0.003156835,-0.002882435
-0.002235022,-0.002753264
-0.007921505,-0.006291682
-0.006315817,-0.010773732
-0.001805724,-0.002148798
-0.00354826,0.006080797
-0.006452614,0.003490608
-0.001239668,0.006287365
0.003286244,0.01358722
-0.000424946,0.012708807
-0.000813463,0.009905228
0.004656506,0.004057252
0.005607397,-0.00930974
0.003370715,-0.015771389
0.001940403,-0.012477647
-9.21E-05,-0.008103779
0.000961358,0.000725383
0.00515862,0.007926803
0.004671903,0.003154519
2.26E-05,-0.002120562
-0.000789271,0.001160274
0.000738359,0.005748228
-0.001460056,0.006847929
-0.005017002,0.004550269
-0.006706712,0.000209333
-0.00469358,-0.006986065
0.001802372,-0.014990431
0.004583398,-0.012493732
0.00071096,-0.003910953
-0.002050359,-0.004154356
-0.002262647,-0.004989547
-0.001322565,0.000614392
-0.000489687,0.005450264
-0.002296765,0.010177705
-0.002344168,0.010753885
0.001045132,0.004717255
0.002080809,0.004398424
0.000701982,0.009876524
0.001837952,0.009617259
0.005812713,0.00170928
0.004763634,-0.005208625
-0.003610206,-0.002857581
-0.006569486,0.00093246
-0.002064103,-0.003617428
-0.001002942,-0.007883005
0.000537952,-0.00277527
0.007006546,0.004350135
