SpinalErector_FaseInicialFilter,SpinalErector_FaseFinalFilter
0.004399684,-0.007916933
0.006187595,-0.003100065
0.002061723,0.000416364
-0.002781564,0.002441392
0.000173864,0.000669356
0.002749009,-0.002234577
0.00127622,0.000541835
-0.002161079,0.000321833
-0.007343897,-0.001348202
-0.007726483,0.005364787
-0.001078643,0.00653863
0.001646693,-9.30E-05
-0.000825362,-0.000131128
-0.000401931,-0.000595816
-0.002192637,-0.001500864
-0.004522465,0.003376951
0.001704365,-0.001844462
0.005766813,-0.012214984
0.00478534,-0.00913329
0.007924718,-0.004253045
0.006434414,-0.00376036
-0.001235921,-0.00187814
-0.004680154,-0.005276325
-0.005207238,-0.00881066
-0.001187468,-0.004258764
0.005238074,-0.000446419
0.001646323,0.003078973
-0.00499972,0.011900836
-0.002827428,0.014154613
0.001112677,0.006055924
0.00206722,0.004889583
0.000783338,0.011080718
-0.004603825,0.010500447
-0.007346672,0.010424325
-0.001406887,0.013628626
0.00401942,0.008383313
0.002330054,0.003763945
-0.000600045,0.003375177
-0.001524635,-0.004746242
-0.001373175,-0.011008463
-6.03E-05,-0.009895922
0.001401181,-0.012105539
0.003105112,-0.013641565
0.003527802,-0.011495487
0.001380552,-0.010491174
0.001313997,-0.007451331
0.002431331,-0.004344711
0.001067502,-0.006565811
0.000689072,-0.008628152
8.88E-05,-0.005785139
-0.001041873,-0.000726438
0.000898097,0.004107372
-0.000551515,0.00608091
-0.004142414,0.00551432
-0.001449835,0.007868794
-0.001383063,0.009304128
-0.007706601,0.003768683
-0.00737337,0.000577055
0.000708494,0.00278277
0.005495747,0.001003169
0.00566283,-0.00120105
0.006144266,0.003139407
0.003112635,0.009361404
-0.003330889,0.010266793
-0.002435859,0.002581499
0.002597036,-0.003536065
0.001272825,0.002206696
-0.001911202,0.007961942
-0.002278231,0.005239444
-0.002544575,0.001120057
-0.002738255,-0.00193724
-0.002139101,-0.002808021
0.000420947,-0.00287258
0.00521203,-0.004527868
0.005871895,-0.002804453
0.001023413,-0.003518712
-0.000301168,-0.009633149
0.000314232,-0.005517234
-0.004339225,0.002137411
-0.005735005,-0.004049311
-0.001818411,-0.0096522
-0.002945301,-0.004444956
-0.002524171,-0.001388211
0.005166078,-0.003002615
0.007314154,-0.004487851
0.002521027,-0.005453342
0.000707118,-0.003582799
0.001443415,0.000762581
0.00197722,0.007292145
0.001976439,0.015076173
-1.08E-05,0.013998628
-0.001883219,0.004899087
-0.002818135,0.001270809
-0.003463028,0.000380721
-0.000884992,-0.001686456
0.001112758,0.001733321
-0.002607147,0.002825382
-0.005958926,-0.002772417
-0.004037813,-0.002005298
3.44E-05,0.002368643
0.002321861,0.000777063
0.003615577,-0.000423512
0.004408733,0.000142318
0.000427128,-0.001506674
-0.0016677,-0.001076371
0.00434732,0.001136905
0.005165073,0.00062855
0.000537401,-0.00183031
0.002027084,-0.005116089
0.001005587,-0.003992138
-0.003588125,0.004187994
-0.001021867,0.004930357
-0.001190093,-0.004715714
-0.005794324,-0.00524628
-0.0002023,0.000606486
0.004008444,-0.001461103
-0.002838067,-0.000735555
-0.00250976,0.00352507
0.001315399,-0.000259
-0.007198173,-0.001354803
-0.012727929,0.002354897
-0.004633007,9.83E-05
0.002738421,-0.001774209
0.004470286,-0.000826228
0.00625065,-0.000524352
0.006770202,-0.000111613
0.005937285,-0.003816923
0.008037578,-0.00418682
0.008123969,0.002940765
0.002020395,0.000757794
-0.000272503,-0.005676876
-0.000457269,0.000702751
-0.00775993,0.007664999
-0.006088987,0.005236054
0.007062741,0.002782159
0.004568873,0.0025221
-0.006325871,0.001627683
-0.004098746,0.001643284
-0.002719985,0.002693872
-0.005146442,0.001591513
-0.001158628,-0.00147586
-0.001116348,-0.001600857
-0.001843649,-0.00117961
0.002398546,-0.001892124
-0.001978814,0.002163529
-0.005574813,0.002520448
-0.000795276,-0.004934863
-0.006639516,-0.004150436
-0.010837784,0.000171842
0.005330412,-0.003311672
0.016645752,-0.003649792
0.010582994,-0.000398671
0.005620144,0.002119432
0.004586671,0.006431794
0.000773068,0.001991683
-0.003528473,-0.008029775
-0.005226165,-0.007274357
-0.004456672,-0.001537366
-0.003469659,0.002614259
-0.000855379,0.004145462
0.005000201,-0.00207147
0.006204308,-0.005366533
-2.22E-05,3.29E-05
-0.001215686,0.001912822
0.004720869,0.000690466
0.003917526,0.001080496
-0.000939135,0.000599407
-0.000642819,0.002095659
-0.00449796,0.005016841
-0.009050393,0.004953659
-0.0028653,0.004120224
-0.000870806,0.003742604
-0.006622867,0.000555897
-0.002902089,-0.003101657
0.002787086,0.000149552
-0.000810119,0.004638252
-0.001736516,-0.000780252
0.00281925,-0.004765689
0.003004173,0.00307565
0.002007953,0.004858301
0.004667892,-0.005822957
0.003847638,-0.009071983
0.000297095,-0.002367645
0.002287749,-0.000703702
0.002805647,-0.005077113
-0.003446033,-0.006024191
-0.004816435,6.77E-06
-0.000609857,0.003544906
-0.000696584,-0.001084366
-0.000706476,-0.002396334
0.004449144,0.000523653
0.005237774,-0.000326618
-0.001295298,0.000545805
-0.002831526,0.001873133
0.000510636,-0.000735093
-0.002711278,0.000757442
-0.006235399,0.006901803
-0.001845299,0.011086106
0.003351036,0.00737071
0.00479634,-0.002484623
0.001457578,-0.002703464
-0.003036511,0.001868067
1.22E-05,-0.003887924
0.003485368,-0.00548866
-0.000730656,-0.000585659
-0.003001813,-0.003633006
-0.001809392,-0.003434515
-0.002003666,0.002936423
0.001744053,0.001921259
0.004842841,-5.83E-05
-0.000355302,0.002965962
-0.003140945,0.003277845
0.001323561,0.000145291
0.002642395,-0.002571897
-0.001791451,-0.003251838
-0.003640141,-0.000216498
0.000624634,0.003100097
0.000312684,0.000357569
-0.005844038,-0.004388148
-0.003591065,-0.003907898
0.000522863,-0.002212449
-0.000999115,-0.001661136
0.005139516,-4.31E-06
0.011998914,-0.001984038
0.008083887,-0.004081212
0.004362118,0.00314033
0.000772516,0.00946112
-0.004738615,0.005134299
-0.003181127,0.000134544
-0.002234128,-0.00143564
-0.005879926,-0.00145403
-0.003120487,0.002598774
-0.001582331,0.002552354
-0.005177279,-0.002780418
-0.000379336,-0.000739035
0.003223635,0.001107383
-0.0026514,-0.003028015
-0.001596824,-0.000406899
0.00217011,0.001976887
-0.001440874,-0.000775963
-0.000430268,0.002566989
0.00367548,0.001852656
0.001017761,-0.003922005
-0.002413993,0.000415892
-0.003004714,0.000606828
-0.003365577,-0.006710367
-0.002192997,0.000144276
0.001755038,0.007482379
0.006526066,-0.001385489
0.009119032,-0.004559885
0.007771905,0.001835783
0.004285427,0.000477357
0.003310562,-0.001996092
0.003781334,-0.000850703
0.000143266,-0.003438891
-0.004050941,-0.002955785
-0.002864548,0.003192981
-0.000654737,0.005140588
-0.001910198,0.001683451
-0.004504646,-0.001165476
-0.005784689,-0.000171509
-0.004655174,0.00209278
-0.003302057,0.00068316
-0.004670627,-0.002039236
-0.005806625,0.00159325
-0.003168758,0.007532584
-0.000468354,0.002567707
-0.001140298,-0.007211157
0.000582073,-0.005891466
0.007489611,-0.000837856
0.010034198,-0.001877408
0.00542443,-0.000984836
0.002139814,0.003907413
0.002103864,0.005764779
0.001795087,0.002192154
-0.002883408,-0.003071584
-0.009329712,-0.004720872
-0.005069184,-0.004686196
0.005064705,-0.003562041
0.006550925,0.001986312
0.004137641,0.003998463
0.001378703,-0.000437449
-0.000509676,-0.001323883
0.002666062,0.000405002
-0.001609351,0.000699702
-0.010041484,0.002461306
-0.004497016,0.002701759
-0.000210854,-0.000121132
-0.004886483,-0.002252493
-0.000965852,-0.003915037
0.00438507,-0.002646101
0.00297736,0.003343684
0.003596131,0.006326245
0.00334404,0.004753832
0.001950049,0.004446603
0.003972401,0.003847635
0.005560458,0.002402465
0.006112262,0.001243203
0.00263054,-0.001780885
-0.006029976,-0.002188638
-0.009312221,-0.001080696
-0.008104401,-0.005571533
-0.009238005,-0.008013301
-0.005725443,-0.004601759
0.001163014,-0.002676585
0.002223331,-0.002518599
0.002336374,-0.005380145
0.003625941,-0.008306763
0.000597235,-0.00276553
-0.002526416,0.002785473
-0.001653469,0.001084629
0.000291107,0.000724666
0.000768352,0.002440137
-0.000314094,0.003664734
0.001071859,0.005279133
0.004511286,0.003188911
0.004643564,0.003272071
0.003698931,0.009996512
0.002955284,0.009378118
0.000444234,0.003837842
0.000595446,0.006742889
0.001285393,0.006276143
-0.002351256,-0.00318864
-0.002663949,-0.005199362
0.001213657,-0.000470793
0.00110967,-0.003069525
-0.000682773,-0.00809455
-0.001051909,-0.005738124
-0.001888373,-0.003817611
-0.002424447,-0.005987539
-0.002615842,-0.004869257
-0.002637433,-0.00377587
-0.002218522,-0.003753263
-0.001736894,-0.00129914
0.000643897,-0.000969739
0.004310051,0.001698796
0.004820104,0.003854203
0.00105179,-0.004286889
-0.002882461,-0.00353336
-0.003074082,0.008558944
-0.00198594,0.006278774
-0.002876724,-0.000341896
-0.001693756,0.004254267
0.003948063,0.007498452
0.007084478,0.005042955
0.002444964,-0.000846007
-0.004047584,-0.006636351
-0.004510387,-0.003768908
-0.001054341,0.001313154
0.000808501,-0.000597707
0.001262771,-0.002413158
0.001848709,-0.000558844
0.003014348,0.000522147
0.003218919,0.002788848
0.000459203,0.004230518
-0.000498417,0.001061816
0.002976147,0.001171794
0.003518385,0.002412078
-0.001738724,-0.001447502
-0.006423949,-0.000209288
-0.005693105,0.002185941
-0.002588934,-0.003612885
-0.00293097,-0.005258084
-0.002258242,-0.002848586
0.004907567,-0.004146887
0.008420707,-2.43E-05
0.00329775,0.004055388
0.001039416,-0.003222405
0.003871189,-0.006757066
0.002266576,0.002095451
-0.005373836,0.007198012
-0.010331624,0.002286164
-0.007370025,-0.002108026
-0.006094199,-0.002678206
-0.010276272,-0.002684631
-0.00286785,0.000991416
0.015492057,0.007264084
0.02088737,0.006393874
0.014018703,-0.000535151
0.009982264,-0.004163324
0.004094016,-0.003121953
-0.007472773,0.000286829
-0.016118403,0.000496838
-0.017378588,-0.004305752
-0.011714106,-0.002474349
-0.002331013,0.003876018
0.00217681,0.002364747
-0.001981495,0.001810842
-0.005596327,0.0033053
-0.003187522,-0.004110766
0.000557496,-0.008359652
0.004935554,-0.002684993
0.007544286,0.002023565
0.006654195,0.006142909
0.008623772,0.007317331
0.008611314,-0.000401148
0.002646143,-0.006440204
0.004741911,-0.002642409
0.01309782,0.00423433
0.011126593,0.004859415
0.004461517,-0.000932138
0.00246944,-0.002634898
-0.000817049,0.001663011
-0.003891703,0.005402575
-0.00519221,0.007737406
-0.011303644,0.00394647
-0.01559608,-0.004608941
-0.013516923,-0.006267031
-0.016208938,-0.004574799
-0.023122595,-0.004371852
-0.021798649,-0.001661416
-0.011701411,-0.00261597
-0.001620111,-0.006677873
0.004670013,-0.004350058
0.008053473,2.08E-05
0.010313411,0.001762834
0.013512017,0.000795458
0.016318944,-0.004363179
0.019141602,-0.00469838
0.023598522,0.002900916
0.02180022,0.007442946
0.011576762,0.008682017
0.006942019,0.008324985
0.010401638,0.004091123
0.007286971,0.002769383
-0.002470557,0.003043966
-0.007901001,0.000384745
-0.01391639,-0.000601214
-0.020758147,-0.003822887
-0.017060396,-0.007593263
-0.012834506,-0.003716063
-0.014318904,-0.001045895
-0.007790672,-0.001433877
-0.003894872,0.001991663
-0.011078607,0.000995299
-0.008395822,-0.004637152
-0.000192693,-0.002566853
-0.002245479,0.004779529
-0.00150248,0.005679461
0.004915726,0.000382314
0.007143357,-0.002856981
0.010050159,-0.005104142
0.011716579,-0.005459761
0.006629036,0.003196411
0.004138411,0.008206267
0.005067283,0.000377638
0.003231364,-0.003269785
0.004162561,0.000178266
0.006998402,0.001049542
0.007061537,0.002306853
0.006478823,0.000585079
0.000113953,-0.006211594
-0.004812581,-0.005425377
0.003848732,0.000920938
0.003414849,-0.000163233
-0.011663208,-0.00225727
-0.008956673,0.003182057
0.002358707,0.007724472
-0.00488882,0.006187133
-0.012428456,0.002785337
-0.006534254,-0.002931605
0.000385159,-0.009806855
0.004040887,-0.007723382
0.003364855,0.002862559
-6.91E-05,0.008575268
-0.000917288,0.008478746
-0.002223421,0.005123093
-0.005125235,-0.006346674
-0.005127058,-0.01342754
-0.001850469,-0.004514965
7.70E-05,0.003486496
0.000438132,0.001466293
0.006668137,-0.000648899
0.009142085,-0.000661659
-0.004234096,0.000165445
-0.009362715,0.001564866
0.004461486,0.005208634
0.010083952,0.012493664
0.004877988,0.008633236
0.001916037,-0.005683412
-0.002499759,-0.004820626
-0.002838942,0.001730159
0.002582121,-0.005521915
-0.001007038,-0.009219401
-0.005124585,-0.005529984
0.006714927,-0.006184604
0.017397352,-0.006564113
0.011427603,-0.006907786
0.000921218,-0.003066473
-0.007474405,0.009547012
-0.013347944,0.010875952
-0.012953441,-0.001044934
-0.011563228,-0.004500947
-0.007751631,0.000997053
0.001687216,0.008143383
0.002116102,0.011508445
-0.005671152,0.005306621
-0.003853135,0.002361695
0.005427698,0.009048623
0.011632653,0.009250469
0.009412424,0.000613052
0.000849809,-0.004553674
0.000576406,-0.005631809
0.004867209,-0.008805512
-0.004196771,-0.010251898
-0.012341599,-0.002125042
-0.001845643,0.006578068
0.009635557,0.002442248
0.00901385,-0.004539782
0.004660972,-0.004468662
6.89E-05,-0.00942954
0.000743416,-0.018304239
0.008436256,-0.015395203
0.003626222,-0.007889282
-0.011690277,-0.001656548
-0.010896419,0.011299313
-0.002559277,0.016350759
-0.004642346,0.009098838
-0.006582819,0.010217301
-0.005095623,0.011666194
-0.001505874,0.005216482
0.005904643,0.005470077
0.004297548,0.004447343
-0.000760834,-0.003484697
0.005648648,-0.002914203
0.005788452,0.001723943
-0.004344152,-0.002464699
-0.003464597,-0.007964344
0.001564267,-0.001295646
-0.000971447,0.009178662
-0.003734957,0.004729906
-0.007958202,-0.004219521
-0.009228725,-0.004412951
0.002936376,-0.005382565
0.012723791,-0.000986308
0.007467719,0.00829187
-7.25E-05,-0.000310829
-0.001566481,-0.012535137
0.006084843,-0.007479942
0.01558309,-0.004072104
0.008167938,-0.006565822
-0.002429752,-0.003826266
0.00383923,-0.00412711
0.006273335,-0.005062259
-0.002459366,0.00140121
-0.003426079,0.00500571
-0.00346694,0.005458435
-0.011709157,0.011020671
-0.015649717,0.012134225
-0.012930954,0.003249594
-0.009576542,-0.00207218
-0.0073123,-0.001795586
-0.007071203,-0.005139269
-0.000956855,-0.004778573
0.010562575,0.002137703
0.011527955,0.002231352
0.007369777,-0.001495898
0.011084169,0.003403018
0.009680204,0.012298695
-0.001481588,0.01169421
-0.005510465,-0.001349447
-0.000293141,-0.010446759
0.003646727,-0.002433701
0.003024842,0.009372267
-0.000359009,0.009350026
-0.001396644,0.003742626
0.000271529,0.002586722
-0.002551573,-0.000519017
-0.006955211,-0.01196947
-0.004719776,-0.018641479
0.000180579,-0.013423328
0.001875948,-0.011609933
0.000343728,-0.0149873
-0.002708746,-0.00921416
-0.002736287,-0.001116656
0.000949146,-0.00075635
0.004725637,0.00210018
0.007742472,0.007082237
0.00720975,0.006553932
0.004146856,0.008236943
0.004409336,0.01068853
0.002751932,0.008421913
-0.003111447,0.01073775
-0.004049867,0.01351405
-0.004225746,0.007252345
-0.010430201,0.002018708
-0.01276715,0.001951448
-0.006923467,0.000106193
-0.001854825,-0.003075221
-0.001770517,-0.002899504
-0.003217421,0.003115537
-0.000748737,0.005548784
0.006194944,-0.003920314
0.008761711,-0.008579391
0.006447377,-0.00366058
0.010729921,-0.009763583
0.014687836,-0.017116928
0.006685246,-0.009212254
0.000648853,-0.006716759
-0.000313639,-0.010364713
-0.010605499,-0.00142903
-0.017241959,0.004399676
-0.006693019,-0.000759441
0.000731614,-0.000990054
-0.00416797,0.001556557
-0.005099482,0.003031853
-0.000703654,0.004853196
0.000821728,0.004245639
0.003784567,0.010589117
0.005992615,0.024079501
0.000438537,0.026109462
-0.001816582,0.012847016
0.005367902,-0.003303791
0.006352452,-0.011423062
0.000448707,-0.011122805
0.004491462,-0.008973752
0.009109824,-0.00705257
-0.001747663,-0.007369309
-0.00922362,-0.007829094
-0.000850038,-0.003039585
0.003466112,-0.00092795
-0.003646215,-0.004583294
-0.009446369,-0.003619746
-0.007236791,0.002640763
-0.001069803,0.007090289
0.000454725,0.003787238
-8.81E-05,-0.003179405
0.005037283,-0.002356012
0.008305731,0.000157969
0.006960338,-0.001294941
0.010064765,0.001453531
0.01086645,0.002078289
0.00062707,-0.002031304
-0.009107105,0.000525223
-0.008839985,0.00407598
-0.00525952,0.002546064
-0.007073853,0.002415951
-0.013118205,0.002468213
-0.015008249,0.001221647
-0.01089788,-0.000418173
-0.005516115,-0.002339653
0.00075603,-0.00050325
0.004164135,-0.000193763
0.002003029,-0.003508929
0.004100488,-0.000602719
0.006878708,0.001730983
0.00236973,-0.000420526
0.004575864,0.005155534
0.00988289,0.008270263
0.008180183,-0.001615886
0.015194152,-0.005190328
