Tibial_FinalFilter,Tibial_InicialFilter
-0.00013845281697191835,-0.00013845281697191835
-0.0005442625492372132,-0.0006827153662091316
-0.0003441282237934474,-0.0013037492239464153
0.001138077372729595,-0.0012541969496912444
0.0015540568547849614,2.6961908422583198e-05
-0.00043095985132872,0.003366491633292788
-0.0015677641677980395,0.00553341611417975
-0.0010652763211946342,0.0010843863824423097
-0.0009612285471703771,-0.002778758637110222
5.455692659406507e-05,0.0010191529143457473
0.0021105240507814614,-0.00030205827325648755
0.0026346806035259292,-0.006659497093107682
0.0017784735786310793,-0.0003291520371939634
0.0010457796787930274,0.006574821146396121
9.314481042713434e-05,-0.0022029585498079913
-0.0023037566757798823,-0.006469022561286497
-0.004490364667544651,0.0009799329094506725
-0.0035756801489869143,-0.000206566125650649
-0.0004194219898158029,-0.006731138655010026
0.0028613706827931625,-0.0019999464528282426
0.0019739804420387946,0.007189630481296726
-0.0038355304183900784,0.007851433176012989
-0.002239919515515038,0.0018794758988268019
0.006157188384310486,-0.0018195624247789772
0.004257604228173696,-0.000873297750459184
-0.0009851374848288076,-0.0009202398772691988
0.001106238706422315,-0.002527987740890984
-0.0010240048473813702,-0.0005290206304012756
-0.004780860459275767,0.0030057312454240663
-0.0018002495719574528,0.00271573844888864
0.000192135353545651,-0.00027912098212980034
0.0011412765694824136,-0.001826898069357852
0.0029576700314158837,-0.0005615297311002392
0.0026189642185245597,0.0015666960894819505
0.0027982465178798517,0.0026253128259058284
4.910925981683464e-05,0.002517296852251747
-0.004776870052608033,0.0006584113950518694
-0.0011282758039871943,-0.0021081954415786783
0.002829189851322827,-0.0031410187620475698
-0.0025770401710486913,-0.003936281075645065
-0.00423719449064728,-0.003978971645243045
0.0011737627213944137,-0.00028796956119563196
0.0011901692420273437,0.0008941618633435226
-0.0011157668541715087,-0.0011949710330109145
0.0017447645944978008,0.0020615903836408594
0.0021767417988906223,0.004788277998207849
-0.002549483539240262,0.0007601291609977591
-0.0035280843240253733,-0.0008659555320160864
0.001318863396208755,-8.035240512619472e-05
0.004849110855193711,-0.003232004326265921
0.001185305739031486,-0.003795762889234435
-0.003585774277196194,-0.0005516662407519472
-0.00048081187734129015,-0.0006128156626393075
0.0033474873368677244,0.0009980321148457493
0.0026275640920181602,0.004395807507358211
0.002392476598799591,0.0009736933378463241
0.00024640952395795645,7.86548717262887e-05
-0.0026154979088873955,0.004943279066744728
-0.0029511018386962477,0.001194329054957658
-0.003088217812595366,-0.004416634947781315
0.0001887742873939937,-0.0020100034963599933
0.0013543014695468567,-0.00025007871300469087
-0.0021822148079724897,0.0017228206847043376
0.0010417616300645743,0.0036161202410289893
0.0018274444158220397,0.00047308612449735037
-0.004554531163773105,0.0018451506326590955
-0.0024019777243347207,0.0035435274420990656
0.0008451239153386501,-0.003456695493993218
-0.0005876050293392155,-0.004611168496903755
0.0019476076972188637,-0.0014120925470006084
0.000268826207566769,-0.005640485438552301
-0.0018856573898154197,-0.004096622431557355
0.0035213947085287493,0.003657448734494286
0.00019313340486764625,0.003299349320510996
-0.0049879200292116425,0.0012526116260737708
0.005580865190840134,0.0021823681783695774
0.009803753200443568,0.0006485077949656276
-0.00046283077825398145,-0.0012107947303533879
-0.0009577672744820157,-0.0012920818573034295
0.002045113215050025,0.000724735162225705
-0.003679309800858588,0.001390265725962482
-0.000829772156277709,-0.0027633480180090965
0.0042348634094090745,-0.002327046380172264
-0.005267337059321864,0.0024118121181378903
-0.0078029081266906275,0.00044709414484154944
0.00339465902066056,-0.0005938394595449589
0.005032823481115059,0.003632801316041335
-0.0002916076717389178,0.002408673406311753
-0.0012519617141133795,-0.0018829568582748844
-0.002130913603126024,-0.0026494264997671928
-0.0010450028732064322,-0.0021839130652331964
0.0004260874296622731,0.00015374591398229236
-0.0034730647837194367,0.002456364234914485
-0.003569350154339643,-5.421956116752677e-05
0.0013988591469436963,-0.002346302955020883
0.0010818649771584606,-0.0019768191219213444
-8.225176006074704e-05,-0.002348928774642502
0.000540905425595346,0.0023189404917528292
-0.0010480242232189633,0.008206093631482341
0.002278520130409914,0.0025365933255593605
0.005590413643069207,-0.0028940718335620915
-0.001648347122794049,0.0015166118070232123
-0.005046709219153572,0.0012730556784922695
3.808769893394206e-05,-0.004088463928556747
