Cervical_FaseInicialFilter,Cervical_FaseFinalFilter
-0.002040909,0.059055265
0.006061133,0.014289132
0.011086178,-0.002507886
0.004503474,0.022898825
-0.000341193,0.028325037
-0.004317894,0.018841337
-0.008927288,0.0219453
-0.003889375,0.011693486
0.005973666,-0.002043821
0.005593974,0.008224365
-0.00284931,0.029160705
-0.005927362,0.034534563
-0.000595148,0.019007025
0.007453378,0.029832182
0.010941719,0.077180132
0.004710852,0.081926713
-0.000448057,0.02684775
0.004669452,-0.03815326
0.00088108,-0.08736556
-0.016636938,-0.08522161
-0.01777376,-0.048450052
-0.003099518,-0.042749782
0.000960702,-0.034283855
0.004514254,0.014168581
0.011239983,0.038756018
-0.002710093,0.014463354
-0.017128775,-0.027498049
-0.005598432,-0.072348605
0.005560395,-0.088644873
0.005273859,-0.057105091
0.006261466,-0.019709904
0.001957829,-0.014333515
-0.004283678,-0.010343108
-0.003550579,0.035066305
-0.000521338,0.08640627
0.006154099,0.096601542
0.011696597,0.096742918
0.008467995,0.099856534
0.004431626,0.067892799
0.000874344,0.016261581
-0.002726149,-0.010449042
0.001759083,-0.006972351
0.003719686,0.006467187
-0.008390539,0.001344331
-0.017640408,-0.021518493
-0.011439276,-0.045227888
0.002667681,-0.070599597
0.016831772,-0.056374948
0.023350374,-0.00220176
0.019582502,-0.007114656
0.011373451,-0.037693237
-0.001642157,-0.006775172
-0.018601744,-0.012131812
-0.023762307,-0.078647056
-0.009880204,-0.090821471
-0.002685353,-0.050077284
-0.021045915,0.002915418
-0.035489111,0.039387474
-0.025858293,0.017564442
-0.015081092,0.002391792
-0.004950632,0.060476062
0.013603888,0.137312258
0.01554155,0.150366647
0.003019627,0.078522234
0.010917721,-0.001001535
0.029256937,-0.022485095
0.033501029,-0.025958036
0.033997619,-0.047028339
0.035688513,-0.066528776
0.028770849,-0.062980223
0.015201182,-0.032884207
0.005119706,0.010393127
0.005118631,0.056089829
0.005038852,0.081057693
-0.011374787,0.046894176
-0.036284207,-0.025254097
-0.051694346,-0.066933841
-0.053288693,-0.069633871
-0.042363074,-0.06288493
-0.027016514,-0.040330388
-0.017503207,-0.011107699
-0.008314166,-0.003162621
0.005104446,0.010471181
0.012246124,0.04775004
0.008341387,0.063517291
0.005198008,0.044011907
0.014685834,0.021878883
0.025647019,0.007101333
0.025626373,-0.01480993
0.026830091,-0.061535555
0.026417088,-0.114139674
0.012462245,-0.119734998
0.001635702,-0.079252768
-0.001336985,-0.017856368
-0.004317513,0.072348703
-9.81E-06,0.144588565
0.003749637,0.14336374
-2.87E-05,0.116609464
0.000668927,0.106164126
0.002446431,0.0889739
-0.003596098,0.050319723
-0.011660384,-0.00613135
-0.014657984,-0.057513757
-0.014096343,-0.093435262
-0.015617638,-0.123476467
-0.014665969,-0.125454716
-0.006457779,-0.092137722
0.001232281,-0.04977201
0.004390545,-0.017524206
0.002392589,-0.006104981
-0.003746863,0.015796612
-0.003352476,0.052381209
0.003637868,0.041934281
0.006962024,0.014899804
0.008836769,0.030875396
0.005758216,0.032448186
-0.008479551,-0.00581247
-0.011744143,-0.029888651
0.004303488,-0.024468023
0.010519345,0.001514942
0.004039745,0.032081493
0.005421024,0.035387363
0.007286787,0.003651077
0.000677307,-0.031949757
-0.002931145,-0.023055275
-0.002527126,0.027151031
-0.004381649,0.044439783
0.000400154,0.002535966
0.01045869,-0.029485111
0.005751718,-0.011517699
-0.006549853,0.012984674
-0.005307146,0.016885171
-0.004183548,0.014976298
-0.010927254,0.002370223
-0.000711625,-0.010714949
0.021855918,0.00138128
0.022220779,0.011106467
0.002971714,0.007909846
-0.004021703,0.013530502
0.003172875,-0.006669969
0.003709774,-0.035378435
-0.00326769,0.002756464
-0.012719081,0.042687969
-0.020486042,0.007147826
-0.010268377,-0.031327553
-0.000792161,-0.039889759
-0.017810393,-0.055150564
-0.020466016,-0.055986658
0.004489386,-0.026407778
0.011127627,0.016022257
0.007709429,0.050447823
0.011590237,0.042851358
0.001978319,0.00434279
-0.005939714,-0.01764717
-0.00108733,-0.018913841
-0.003383455,-0.011924831
-0.00274459,0.003603346
0.008557679,0.024253033
0.017827758,0.04540882
0.021193905,0.059041371
0.009604101,0.053640454
-0.006810405,0.022988363
-0.002958657,-0.015504616
0.006798637,-0.039013132
0.004368193,-0.056308044
-0.000995198,-0.060527064
-0.005774614,-0.04038456
-0.011248164,-0.032951985
-0.015801625,-0.031183668
-0.016001274,0.00176322
-0.008100863,0.027732801
-0.000795579,0.031993754
-0.000411473,0.048000571
-0.001074493,0.058246255
0.002645643,0.057306769
0.011844161,0.058551102
0.01395477,0.023083512
0.005372125,-0.035509431
0.005634363,-0.046702554
0.010476254,-0.03357651
0.007063572,-0.043760382
0.005926964,-0.045218946
0.001362943,-0.019663005
-0.009724991,0.009313732
-0.011684881,0.030630894
-0.017029674,0.036246496
-0.029668242,0.024012326
-0.022419679,-0.002445331
-0.002136129,-0.046817969
0.004775278,-0.073823247
0.002756598,-0.039435075
0.004338715,0.008052513
0.008854653,0.015398657
0.015187973,0.027082266
0.024022795,0.061317155
0.026465766,0.073619079
0.016371483,0.054490909
0.008300822,0.006462748
0.007826722,-0.050979259
-0.001765987,-0.073276237
-0.018710647,-0.072731634
-0.02345104,-0.058827262
-0.017204009,-0.01723317
-0.01669912,-0.001057225
-0.021219298,-0.012690337
-0.01799877,0.016525678
-0.011082961,0.045234244
-0.003030781,0.028454427
0.015330419,0.033589316
0.034153127,0.064023067
0.041945242,0.065456634
0.037673322,0.064689447
0.014609388,0.065822482
-0.011406969,0.016913149
-0.018072196,-0.044098501
-0.01665274,-0.051277085
-0.01770813,-0.036371942
-0.018535659,-0.035270526
-0.018386085,-0.032036897
-0.013530445,-0.02353633
-0.009313634,-0.017559139
-0.007347314,-0.016958131
0.003241913,-0.021994323
0.012376441,-0.028676928
0.008842128,-0.041084961
0.006299625,-0.043195675
0.00938753,-0.020609329
0.010127363,-0.006986714
0.007453067,-0.000627038
0.005109206,0.025242688
0.00922024,0.03606057
0.015426086,0.027668408
0.011863535,0.025719452
0.003520173,0.006393362
-0.000232623,-0.003461958
-0.003651081,0.033867445
-0.007590694,0.052984023
-0.006471725,0.034742991
-0.005636514,0.043901412
-0.011310462,0.061596279
-0.014617579,0.033777347
-0.01229968,-0.004569151
-0.011295289,-0.016367603
-0.006845716,-0.027304119
-0.001780003,-0.038698208
-0.008204476,-0.034275408
-0.014007216,-0.039552226
-0.008309432,-0.050675514
0.000425055,-0.039271748
0.010051583,-0.028277395
0.017145622,-0.02365061
0.018433521,-0.005291438
0.020964063,0.00546754
0.02252981,-0.000662738
0.018527296,-0.007435119
0.01387637,-0.008056234
0.007275257,0.007834932
-0.004010453,0.028610524
-0.0125795,0.040866217
-0.015519631,0.051703025
-0.018440464,0.036925572
-0.017852132,-0.003694189
-0.010172804,-0.020979921
-0.005451474,-0.01614375
-0.002391134,-0.010108128
0.006042669,0.008826991
0.007041732,0.029291864
0.002067441,0.029874398
0.007091719,0.015920757
0.009345946,-0.002532913
0.000967687,-0.019393505
-0.001795971,-0.030607574
-0.002441233,-0.036138321
-0.007276625,-0.036025098
-0.005583378,-0.030317212
-0.004123512,-0.021370777
-0.010898524,-0.006401852
-0.011913491,0.019512015
-0.006316759,0.038660578
-0.003815879,0.038580934
0.001524256,0.044546322
0.010580006,0.054308352
0.016655643,0.038646164
0.022347998,0.018256844
0.021645145,0.004649293
0.006919593,-0.029838267
-0.006360146,-0.064690074
-0.010598426,-0.079558515
-0.01368441,-0.092938429
-0.007398958,-0.073954697
0.006120365,-0.015728027
0.007685731,0.005212717
0.001209465,-0.002004634
-0.003177965,0.043905134
-0.005327717,0.099840884
-0.002984299,0.087440142
-0.001712246,0.061515891
-0.002995905,0.06006119
0.000778455,0.012987742
0.00395303,-0.055175866
0.001781985,-0.054338013
-0.00024238,-0.03350061
-0.002117654,-0.039164578
-0.003292503,-0.017601226
-0.000721199,0.010460609
0.003721054,0.008096014
0.004680417,0.019013972
-0.002018276,0.032781831
-0.008360668,0.010698866
-0.004960283,-0.018506626
0.000617162,-0.034926787
-6.57E-05,-0.038585477
-0.00586087,-0.020610174
-0.009989631,-0.00293123
-0.003497766,-0.004216429
0.006674587,-0.00216499
0.006481125,0.015328663
0.003141767,0.032273851
0.006964059,0.036155196
0.008967597,0.027017645
0.007147417,0.014094298
0.012600767,0.005132181
0.012376349,-0.003699667
-0.007133586,-0.010047804
-0.017447285,-0.009766431
-0.00590964,-0.016639509
0.000590064,-0.028021848
0.001686477,-0.023451934
0.006971444,-0.012568189
0.001210418,-0.009511086
-0.011603382,-0.006403383
-0.013589466,-0.001459212
-0.009310081,0.007710093
-0.006047934,0.021332439
-0.003530306,0.026102774
-0.006013322,0.026311729
-0.012518103,0.029296947
-0.008600504,0.024376619
0.010538933,0.012664503
0.026673215,-0.004767806
0.029765219,-0.031148746
0.025174359,-0.041266028
0.010931872,-0.022272021
-0.005191809,-0.006171447
-0.006452335,-0.001448077
-0.001808239,0.011983901
-0.005634489,0.012654656
-0.006821595,-0.009725467
0.004227361,-0.014234227
0.010929758,-0.007783902
0.000600704,-0.015545099
-0.01107067,0.000737198
-0.015550044,0.042644177
-0.02080763,0.048384671
-0.019473659,0.007649377
-0.011735594,-0.030925267
-0.014689611,-0.036882901
-0.020274874,-0.023383671
-0.011653291,-0.013061422
0.003053826,-0.012965209
0.013650689,-0.016231444
0.021465893,-0.007198902
0.024880698,0.00831511
0.021808829,0.011226832
0.019476498,0.012076567
0.020822026,0.019841538
0.013970021,0.027102926
0.000318094,0.037924067
0.001833751,0.042243122
0.011120109,0.027800969
-0.0016633,0.016419475
-0.019249768,0.02054908
-0.010545327,0.02065999
0.002179541,0.001517989
0.000345847,-0.026543349
0.000700612,-0.04105401
-0.000802642,-0.041968358
-0.012094615,-0.041823039
-0.017947546,-0.036350304
-0.020215245,-0.029832729
-0.025905165,-0.033042394
-0.022839155,-0.028925879
-0.015269819,-0.006189891
-0.012314234,0.010323557
-0.002990253,0.007907457
0.006379011,0.010179089
0.005653769,0.020887025
0.011304284,0.016714471
0.022348874,0.008491361
0.024617721,0.01172705
0.027212806,0.009337612
0.029394398,0.005179294
0.021125587,0.004549549
0.013604863,-0.007473615
0.009006142,-0.008226937
-0.000715871,0.0161671
-0.00509849,0.029410031
-0.003537369,0.024556666
-0.009312179,0.024656242
-0.015986154,0.026532755
-0.013863675,0.018336241
-0.008151713,0.006966453
-0.005231612,0.007271905
-0.007608382,0.012447862
-0.013130326,0.00347761
-0.016964838,-0.012165407
-0.013985782,-0.022210608
-0.003779524,-0.031677576
-0.000608706,-0.040572489
-0.007856468,-0.049106386
-0.004796442,-0.053869958
0.00758118,-0.038342616
0.009642654,-0.005490025
0.004139093,0.018746371
0.000318387,0.013631099
0.002183205,-0.009336528
0.011039882,-0.008101622
0.016310503,0.014576973
0.013688641,0.016424971
0.010379574,0.008567266
0.008013052,0.010116559
0.003028959,0.005934575
-0.005835796,0.00832638
-0.008071641,0.022841687
0.001809606,0.028265238
0.004406247,0.030040286
-0.008065929,0.028196165
-0.015467124,0.0143062
-0.01277564,0.002307244
-0.012106768,-0.007949823
-0.007921544,-0.014302011
0.007576408,-0.007161749
0.02080334,-0.006765634
0.023528531,-0.006623173
0.023020144,0.016392293
0.014150793,0.024592028
-0.007586798,-0.002488971
-0.021862856,-0.022781364
-0.019147968,-0.030560529
-0.013243111,-0.046260611
-0.007396488,-0.04717843
-0.004319296,-0.024487926
-0.008190327,-0.008873539
-0.003824304,-0.006361069
0.003696835,-0.002072395
-0.005982692,0.008408176
-0.008942809,0.020385226
0.006240917,0.023118441
0.003520177,0.018246828
-0.00883241,0.013526302
7.76E-05,0.008266949
0.010100336,0.007798496
0.013257539,0.01120417
0.023424445,0.010502256
0.020557564,0.012994442
0.004829428,0.023276804
0.007284207,0.032026167
0.012110878,0.030944715
-0.003478505,0.017115867
-0.012973361,-0.003923896
-0.007960323,-0.020414901
-0.009498232,-0.025768895
-0.012604545,-0.025437244
-0.010887541,-0.029808565
-0.01313667,-0.03851782
-0.015969036,-0.041557915
-0.014000385,-0.035524092
-0.005008616,-0.029751009
0.010983739,-0.026511007
0.019802571,-0.007087225
0.014733825,0.026717747
0.008457514,0.041087486
0.008842191,0.040904757
0.010798808,0.054324412
0.008842946,0.054550901
0.005033499,0.020044175
-0.000353162,-0.010881624
-0.007776133,-0.017919822
-0.007792506,-0.018374699
-0.002477043,-0.019251918
-0.006056861,-0.015653364
-0.013005813,-0.008476268
-0.011871554,-0.005753661
-0.007834215,-0.004599939
-0.00794154,-0.002373451
-0.009372913,-0.007611461
-0.005761096,-0.005478924
0.000407929,0.01217482
0.003867031,0.017671344
0.007183109,0.012477313
0.009516514,0.018916828
0.011553562,0.021275896
0.016230961,0.002336551
0.012565371,-0.014385908
0.003143185,-0.001947443
0.005281902,0.017127918
0.009012938,0.002051914
0.004974373,-0.030714464
0.002516733,-0.037738867
-0.003731918,-0.019669396
-0.013235774,0.001949863
-0.015100929,0.015058486
-0.012969505,0.012570768
-0.004690588,0.005924791
0.004854554,0.006823586
-0.000469876,0.002181127
-0.007905871,-0.013097937
-0.007180269,-0.02415253
-0.006792221,-0.022220241
5.30E-05,-0.011910661
0.009413662,-0.005124293
0.010525014,-0.003085347
0.011689115,0.003522517
0.009124315,0.010183769
0.003098596,0.010706778
0.006191795,0.012325496
0.003032521,0.017085207
-0.010282044,0.018302148
-0.009915962,0.012323349
-0.006645498,0.007506176
-0.018375039,0.012996597
-0.021032224,0.0150304
-0.00715817,0.005029284
-0.003429424,0.000856198
-0.004557696,0.004364771
0.008394417,0.000555603
0.020033063,-0.006908654
0.018936403,-0.006594355
0.015555951,-0.001397445
0.017327717,-0.002717316
0.020530359,-0.009475555
0.009909139,-0.013519741
-0.009897589,-0.021549299
-0.014929189,-0.034321834
-0.011903636,-0.033788411
-0.009726105,-0.01714891
0.001904255,0.000979692
0.005326133,0.014105337
-0.009136781,0.017167697
-0.012291475,0.008589099
-0.003496359,0.005141456
-0.006400873,0.008368255
-0.012841375,0.000629534
-0.009173501,-0.001236262
-0.002262501,0.018153836
0.00665047,0.0263631
0.015723768,0.016042466
0.012427196,0.016855925
0.005279336,0.024887493
0.005299853,0.019035142
-0.002191287,-0.004270881
-0.010376659,-0.032961166
-0.002341668,-0.039975525
0.003468233,-0.028125928
0.004118314,-0.024239299
0.014149791,-0.011004134
0.017746624,0.010861192
0.008033881,-0.001395959
-0.00597871,-0.015228639
-0.022796545,0.006594854
-0.024009718,0.012157242
-0.00772855,-0.001746092
-0.001304065,0.008520374
-0.001206377,0.020982024
0.004651712,0.020010264
0.007871263,0.023296221
0.012038952,0.027961802
0.01308379,0.031310124
-7.13E-05,0.024372572
-0.005903839,-0.001597934
0.002368789,-0.023180492
-0.000996212,-0.031856456
-0.009247019,-0.040282693
-0.007509232,-0.039437268
-0.007743462,-0.026343925
-0.004605504,-0.015173717
0.004047906,-0.012255534
0.002815025,-0.018072018
0.005271215,-0.016102745
0.012212995,0.003992738
0.001444238,0.014756126
-0.00713432,0.013632569
-0.001583378,0.0241041
-0.004529241,0.030249257
-0.008581941,0.024492267
-0.003125354,0.019927611
0.002588858,0.005268204
0.007753792,-0.002479533
0.008024334,0.016707698
0.007791268,0.019758853
0.014724789,-0.000342328
0.013091496,-0.00502125
0.00332884,-0.009428995
-0.002684229,-0.017395244
-0.011152898,-0.003971707
-0.016954527,0.0058128
-0.016311412,0.000688433
-0.01306962,-0.001473096
0.000974694,-0.010367081
0.011024201,-0.017511985
0.003077666,-0.015834387
0.000583868,-0.022493263
0.003647322,-0.019053865
-0.004602131,-0.006453938
-0.008674633,-0.010559891
-0.003404286,-0.00040895
-0.001230713,0.027659384
0.004787765,0.027583313
0.013363753,0.014488823
0.01089186,0.01638271
0.005300301,0.012561473
0.001143659,-0.001416594
-0.008977028,-0.006039478
-0.011552302,-0.004188591
-0.002893106,-0.009326987
-0.003685939,-0.013789665
-0.006925151,-0.011122685
0.0018701,-0.009743903
0.009405175,-0.003160826
0.011271593,0.005988926
0.007409671,0.000645139
-0.004284926,-0.001897625
-0.005418368,0.006148413
0.000376327,0.005588313
-0.005667689,0.016757686
-0.007402732,0.044799802
0.000509368,0.043750244
0.006683372,0.018356506
0.017613612,0.000603437
0.019823784,-0.024415108
0.00251823,-0.049103
-0.006264256,-0.046550763
-0.004183073,-0.034734743
-0.010097861,-0.021600625
-0.011466467,-0.002497766
-0.007357143,-0.000921584
-0.013701721,-0.006876314
-0.016418725,0.008336909
-0.005834259,0.021487247
0.00298972,0.014452124
0.008934877,0.007444277
0.013412412,0.008267576
0.007468244,0.011805557
0.002027353,0.014978865
0.008537477,0.013885174
0.009036053,0.008096327
-0.003741068,0.001080068
-0.010676948,0.00194396
-0.007005639,0.007330073
-0.002006962,0.001737554
0.003749041,-0.007516163
0.008368859,-0.01475436
0.008573633,-0.024567189
0.006991897,-0.015276645
0.001053733,0.007198278
-0.006229868,0.004539099
-0.003418363,-0.006859139
0.001703744,-0.003301866
-0.00050303,-0.002662964
-0.002429594,-0.002591494
-0.006628177,0.000947765
-0.014100802,-0.000285921
-0.011322795,0.013179983
-0.003363861,0.03223481
-7.46E-05,0.016883695
0.006763972,-0.012286188
0.013730564,-0.014944203
0.010286151,-0.004201213
0.003201868,0.000126657
0.000843192,-0.005535592
0.00433791,-0.029202238
0.007339261,-0.050596214
0.001621523,-0.028686247
-0.001245094,0.026194631
0.005708062,0.064620636
0.000601161,0.068459174
-0.017398158,0.04743977
-0.020611808,0.010480634
-0.01182806,-0.021082405
-0.009450551,-0.027651918
-0.004119309,-0.026354247
0.008252404,-0.036307596
0.011662937,-0.044665448
0.008680418,-0.041729775
0.009377976,-0.028829158
0.006467193,-0.008235056
0.002146806,0.004444405
0.006231595,0.008543686
0.00833556,0.021149459
0.000281936,0.035886282
-0.008192322,0.039965446
-0.010396272,0.031740794
-0.008573769,0.018453748
-0.007346353,0.020822192
-0.005168726,0.030792148
0.000343299,0.020285096
0.001860184,0.000886409
0.001279452,-0.00954967
0.007102838,-0.016503329
0.011656924,-0.019192096
0.00836279,-0.013084356
0.002887798,-0.002165037
-0.000815897,0.001290558
-0.003680916,-0.008442078
-0.005688991,-0.01751413
-0.002286757,-0.018837495
0.001365106,-0.023199024
-0.005974051,-0.037267759
-0.013696102,-0.048265212
-0.010339611,-0.035795643
-0.006739197,-0.006992227
-0.00537085,0.017398491
0.001626667,0.029105036
0.009839598,0.020195065
0.016908424,0.007629628
0.025402909,0.016066216
0.02443073,0.027189145
0.006175081,0.026830284
-0.012988612,0.020673394
-0.017208971,0.007347686
-0.01439662,0.001033158
-0.01155986,0.008279328
-0.00276997,0.01375609
0.005727247,0.010034072
0.005021915,-0.005052383
0.000546053,-0.016455619
-0.005925595,-0.006935631
-0.009517072,0.006177821
-0.001146465,0.000415501
0.008298439,-0.020638666
0.007434239,-0.023168783
0.000893468,0.009714135
-0.004047154,0.031083467
-0.000768985,0.01578904
0.003261996,-0.000999275
-0.004154072,-0.003859686
-0.013267312,0.004986266
-0.014065056,0.013477473
-0.011373838,-0.010144244
-0.007824002,-0.043901094
0.002561366,-0.044649574
0.02593846,-0.040421892
0.044894872,-0.045248939
0.039910973,-0.02825685
0.027595222,-0.009555356
0.014231917,-0.004920798
-0.011608071,0.01399052
-0.030071204,0.031998624
-0.032216499,0.035084579
-0.034205888,0.049405619
-0.025561954,0.054142373
-0.002361494,0.029177577
0.004810736,0.016613313
-0.009120281,0.019486282
-0.011023644,0.010815509
0.003640697,0.014033278
0.004314328,0.024146897
-0.006513053,0.006368155
-0.001783036,-0.010213304
0.009132499,-0.009807987
0.005344334,-0.028168713
0.000601457,-0.049057314
0.012232462,-0.039605666
0.02213722,-0.02772705
0.012437621,-0.033108225
0.004347663,-0.030943603
0.010421336,-0.013301938
0.010355899,-0.00046502
0.005772526,0.000197596
0.009170164,0.000651145
0.00705218,0.002609103
-0.001791471,-0.00738585
-0.00754377,-0.014825296
-0.015147964,0.010178235
-0.019084711,0.037793759
-0.016566773,0.029614509
-0.018280755,0.020978415
-0.017039199,0.035155226
-0.007589984,0.042110189
-0.002013297,0.034607429
-0.002679664,0.022518181
-0.001664809,0.009663323
0.006679003,0.000454627
0.016635544,-0.014820085
0.017853763,-0.034288572
0.013357721,-0.041483015
0.005570952,-0.040059292
-0.005780336,-0.031351986
-0.007307144,-0.011594831
0.003832077,0.005693915
0.008288446,0.012413612
-0.000745819,0.010504845
-0.00568305,0.005653815
-0.000744468,0.009903486
-0.004237001,0.016084996
-0.011040583,0.008683892
-0.001133727,0.000753856
0.007128495,0.005503611
0.002563315,0.006203263
0.003988702,-0.013466749
0.004000688,-0.036499017
-0.001674465,-0.029649643
0.005040374,-0.000442865
0.012005995,0.008590723
0.004731723,-0.003739362
-0.001383233,-0.000759715
-0.000451686,0.019221523
1.11E-05,0.017622316
-0.002437899,-0.007568362
-0.009021632,-0.009723457
-0.016256004,-0.003351234
-0.017618688,-0.031808589
-0.012134368,-0.042772764
0.000461993,-0.007972768
0.015412556,0.01451405
0.015677696,0.02909495
-0.004324631,0.052553395
-0.02360006,0.048797411
-0.020779488,0.038668004
0.006123362,0.048987727
0.036836793,0.044720531
0.038102361,0.015801591
0.010623227,-0.022112067
-0.006377732,-0.048534387
-0.006125052,-0.037779647
-0.011322542,-0.021071702
-0.015895432,-0.033288632
-0.01044549,-0.040292255
-0.003769811,-0.026845515
0.004932501,-0.017702736
0.008829577,-0.011825667
-0.001607821,-0.002984678
-0.003012405,0.004084865
0.009039908,0.015949496
0.002956992,0.029998175
-0.011378132,0.023471933
-0.007590261,-0.001877259
-0.000846799,-0.01461466
0.001790486,-0.021606354
0.008141103,-0.043806315
0.008298918,-0.037426899
0.005384833,0.013449352
0.008210562,0.038670844
0.005884237,0.026331965
-0.002036601,0.028507042
-0.00732421,0.042394074
-0.009454516,0.049273913
-0.005438629,0.043195462
-0.001064323,0.0061038
-0.002612986,-0.031763409
-0.001232891,-0.028432465
-0.000597866,-0.01759735
-0.00969202,-0.031466224
-0.013681945,-0.048232838
-0.004016146,-0.043871108
0.00264762,-0.010658929
0.001691806,0.029614263
0.00579048,0.048188043
0.007795669,0.045539326
-0.002840749,0.026301287
-0.006125984,0.014544799
0.003816797,0.025383609
0.004183547,0.008198626
0.003427733,-0.039369393
0.016580162,-0.058579328
0.020544053,-0.056978504
0.010985389,-0.046665561
0.007754044,-0.014008529
0.005809313,0.009999579
0.003977299,0.018405098
0.005597025,0.033968773
-0.008663265,0.035863175
-0.02829677,0.019765688
-0.02208203,0.017475606
-0.006050188,0.020008729
-0.001782642,0.002565034
3.00E-05,-0.016385235
-0.003992563,-0.017161922
-0.018932603,-0.012092634
-0.020085467,-0.012201724
0.000893369,-0.018358823
0.010651609,-0.029564041
-0.000955903,-0.032220537
-0.006037687,-0.011181553
0.001199681,0.020635884
0.010601803,0.032605883
0.019752252,0.022408435
0.015663041,0.021541052
0.00086538,0.045484653
0.003258632,0.063353695
0.017064004,0.03588367
0.012800246,-0.023433549
0.000496456,-0.058590727
-0.000575642,-0.052711128
-0.002886889,-0.03941244
-0.008758027,-0.025534746
-0.009228685,-0.006081791
-0.01336632,-0.007569654
-0.012860824,-0.010736509
0.005746185,0.02188376
0.017111654,0.045133505
0.00762547,0.040741585
-0.002875799,0.05003264
-0.005897627,0.028624471
-0.002435832,-0.060157757
0.0015284,-0.117570906
-0.003500157,-0.077887943
-0.00944744,-0.001281943
-0.008816971,0.054346619
-0.006004706,0.092058521
-0.003161395,0.116434636
-0.005160023,0.099909915
-0.007481864,0.047076552
0.000802041,-0.000307405
0.006975775,-0.046941861
0.002069032,-0.092058483
0.002635835,-0.105764687
0.009871357,-0.106295123
0.008134774,-0.100027672
-0.000688256,-0.074843377
-0.004908339,-0.044163063
-0.001023637,0.009137642
0.008153517,0.056237941
0.014508748,0.036964904
0.01066198,0.012152765
0.004005101,0.026360436
0.005177243,0.035667155
0.005044176,0.052726859
-0.003133289,0.085441168
-0.006797429,0.096438374
-0.00687532,0.093372574
-0.012647461,0.101307659
-0.012453271,0.11047123
-9.95E-05,0.076685205
0.007871939,-0.002780065
0.003641371,-0.057970441
-0.003065556,-0.072694456
-0.0084744,-0.085556424
-0.011526619,-0.100856118
-0.003778384,-0.118907957
0.007039497,-0.132285395
0.003595296,-0.127414246
-0.005269631,-0.118653928
-0.003313549,-0.101063159
0.001848886,-0.060126568
0.000709406,-0.016644451
0.00364868,0.011254505
0.012611721,0.036867765
0.007933597,0.084391321
-0.007674332,0.1320823
-0.008224306,0.133226891
0.00071933,0.116879176
-0.004486168,0.116897351
-0.013394463,0.092647067
-0.006469487,0.049391872
0.005123978,0.037381935
0.009320295,0.043171686
0.012310555,0.032850324
0.015331873,0.000942933
0.012929978,-0.032830134
0.0037906,-0.040856537
-0.002396001,-0.047520216
0.003665938,-0.082993632
0.006516221,-0.108243704
-0.002318555,-0.096417028
-0.00195625,-0.075522568
0.005677104,-0.055999124
-0.001163339,-0.026829346
-0.012271134,-0.002382491
-0.010839506,0.004406856
-0.007058327,0.018020889
-0.011097789,0.035995555
-0.018649271,0.021419268
-0.020763859,0.002906355
-0.009298166,0.017573788
0.006961241,0.020054685
0.008421259,-0.011098794
-0.002843411,-0.026669516
-0.008372685,-0.003646225
-0.002135186,0.017932824
0.004334681,0.007512595
0.008537758,0.010541527
0.02143043,0.051492225
0.025834165,0.069197549
0.01225312,0.043119076
0.013634867,0.016907274
0.018276874,0.022382777
-0.001455334,0.056176253
-0.009684472,0.066418471
-0.001898406,0.031520976
-0.008824184,-0.009072717
-0.010719495,-0.045121476
-0.00073388,-0.071167015
-0.002254052,-0.071307588
-0.00533723,-0.064769154
0.002355374,-0.05649996
0.009715346,-0.045500598
0.009798684,-0.044333936
0.003174959,-0.030056968
-0.0095362,-0.006271721
-0.02283267,-0.009983308
-0.023744059,-0.017907782
-0.015520311,-0.007209238
-0.016048228,0.001238203
-0.017646634,0.00939524
-0.008352268,0.026888607
0.002533763,0.0493195
0.010028137,0.066021865
0.012020656,0.063823646
0.014296605,0.057159914
0.02270812,0.053945839
0.020961183,0.03675517
0.012408837,0.013311805
0.007995425,-0.007390794
-0.003846411,-0.01585014
-0.006923807,0.007785908
0.006570525,0.017432443
0.007582253,-0.026263647
0.004544835,-0.063425413
0.007441784,-0.064854378
-0.005035189,-0.056511349
-0.015428926,-0.035284603
-0.00516481,-0.01512227
0.001838963,-0.006725916
0.000340524,0.007811789
0.001794213,0.00603217
0.004984524,-0.005825884
0.009206732,0.016384496
0.00629085,0.029984335
-0.007116241,0.00643457
-0.018536696,0.004522561
-0.02762095,0.011388364
-0.030184028,-0.015583693
-0.016661321,-0.02923013
-0.007015427,-0.010699949
-0.006243286,0.00153057
0.006687513,0.006605208
0.017294322,0.00852254
0.013902397,0.001589293
0.014237499,0.000141363
0.011735924,0.007161963
0.004198474,0.019692764
0.006692082,0.044132495
0.008267462,0.070595465
0.00624246,0.071666297
0.00873214,0.034647556
0.004212177,-0.007420601
0.000244993,-0.028524383
0.006357603,-0.052006669
0.00388932,-0.069279466
-0.003991265,-0.052961974
-0.003974367,-0.031385661
-0.007343275,-0.023472778
-0.01289306,-0.018561292
-0.01067287,-0.021079679
-0.008176242,-0.019562095
-0.006124571,0.01390791
-0.002663811,0.071422642
-0.005534896,0.095092634
-0.005042764,0.048999853
0.005312927,-0.014958075
0.007038458,-0.04101869
0.003651333,-0.038742456
0.009817905,-0.032185858
0.009774231,-0.038011127
-4.65E-05,-0.045344758
-0.002318786,-0.014619704
-0.000638031,0.031918612
-0.00087954,0.02946341
-0.001213249,0.00333942
-0.006335524,0.012948737
-0.008885894,0.030297032
-0.002018208,0.033458167
0.002390411,0.040580409
