Cervical_FaseInicialFilter,Cervical_FaseFinalFilter
-0.019279157,-0.009391608
-0.022902964,-0.002209035
-0.018998068,0.005996702
-0.00527328,0.016990652
0.003550449,0.02260918
0.009199814,0.014769228
0.018068196,0.008170499
0.025379189,0.00353727
0.030210192,-0.006178255
0.030577948,-0.013491325
0.017741904,-0.018823159
0.000111285,-0.019796575
-0.009881218,-0.012187262
-0.02000686,-0.003940685
-0.024586369,0.00601452
-0.009773557,0.014118024
0.004353097,0.009359121
0.001265064,0.001985445
-0.002225652,-0.001558846
0.008791864,-0.005777683
0.02710671,-0.003187836
0.026047083,0.001169075
0.005205408,-0.006101863
0.001953444,-0.01159322
0.007452198,-0.001108568
-0.006052627,0.012618287
-0.011197336,0.018349876
-0.004371617,0.018990732
-0.011923475,0.010692734
-0.015030752,-0.005143201
-0.004016676,-0.011531773
-0.000647825,-0.010859084
-0.004774933,-0.012805108
-0.007461667,-0.004556708
-0.007539361,0.008142096
-0.005099979,0.005479325
-0.000702051,0.000303733
0.006299665,0.004232337
0.005279494,0.003636878
-0.004140352,-0.005154821
-0.001968362,-0.009130336
0.003145692,-0.004146591
0.001174951,-0.002011604
0.009939345,-0.003209069
0.013936214,0.000982259
-0.000815224,0.001021356
-0.006829295,-7.05E-05
-0.004848876,0.013518358
-0.003014067,0.017761864
0.005506601,-0.001977177
0.002279179,-0.008705767
-0.000439634,-0.001316783
0.017624414,-0.011567047
0.019401707,-0.015502433
0.007787547,0.00515199
0.012269571,0.011695637
0.00304202,0.001917535
-0.018270337,0.004176614
-0.020710678,0.003928952
-0.022603739,-0.004201725
-0.024293339,-0.001262209
-0.009055945,0.000823869
0.002923297,-0.002474026
0.004589045,0.003754434
0.004446131,0.0058708
0.000594678,-0.001724263
8.06E-05,-0.000895557
0.00177761,0.00363069
0.000267487,0.001112971
0.0019605,-0.003931342
-0.001063835,-0.007799667
-0.006244027,-0.004574771
0.007322719,0.002653015
0.022032622,-0.002382148
0.014741624,-0.013371383
0.009856305,-0.013671435
0.017728361,-0.010491616
0.007153542,-0.009402423
-0.016964835,-0.004466986
-0.017064817,0.003062615
-0.006704389,0.012287757
-0.011678433,0.022083933
-0.009197056,0.028694532
0.008490052,0.031539361
0.01924129,0.025135769
0.016935084,0.010495119
-5.21E-06,0.002530915
-0.01853823,-0.001098864
-0.014520825,-0.014369492
-0.00372758,-0.026592104
-0.005473733,-0.027536831
-0.004170248,-0.028003011
-0.001215757,-0.023048808
-0.007723772,-0.005067116
-0.009613017,0.007438784
-0.006050406,0.008058482
-0.008585128,0.008378425
-0.009109349,0.005608088
-0.004495572,-0.002311128
-0.000856228,-0.006487271
0.00618156,-0.006506937
0.015592757,-0.004483574
0.021464358,0.001092359
0.028550207,0.00527374
0.035164773,0.008216887
0.029903304,0.014356695
0.014907129,0.015524968
-0.000647996,0.010596506
-0.015873135,0.008331582
-0.023460464,0.00406691
-0.014554329,-0.003670322
-0.007963029,-0.006095033
-0.020720267,-0.001441832
-0.028955468,0.007732199
-0.01853463,0.009725625
-0.010228754,-0.005784504
-0.004952002,-0.018864517
0.009157426,-0.010607515
0.020209904,-0.001301504
0.01799873,-0.008459613
0.008720911,-0.015526843
0.000723254,-0.014656712
-0.002169641,-0.014273756
-0.00198595,-0.004106986
0.0011081,0.017187353
0.006487732,0.026979778
0.005208631,0.024054215
-0.005195137,0.018507079
-0.015353622,0.006756548
-0.022467095,-0.00642922
-0.020329197,-0.012711562
0.009227682,-0.010858126
0.043700886,-0.002902249
0.036342517,-0.002541072
0.008305037,-0.012190853
-0.005750304,-0.010614722
-0.024724574,0.003736126
-0.035526026,0.010228551
-0.012394866,0.006261805
0.00320291,0.00163441
-0.00676864,-0.001752341
-0.004451745,-0.003772002
0.011626941,-0.003200759
0.023888654,0.000451333
0.030518893,0.003570432
0.021612313,-0.001845184
0.004411589,-0.009860058
-0.006001499,-0.006062518
-0.015151634,0.003844578
-0.015196904,0.0067471
-0.00269317,0.005743159
0.00299101,0.006518282
0.003547206,0.004406035
0.005382103,0.00016048
-0.000100745,0.002909692
-0.007526262,0.007279433
-0.011013932,0.006501922
-0.013189582,0.007489741
-0.008073835,0.004418457
0.000715536,-0.005878454
-0.000559234,-0.010637163
-0.007717548,-0.012786602
-0.008598463,-0.012408301
-0.005903541,-0.003618468
-0.007080957,-0.002221642
-0.006787111,-0.007845758
6.93E-05,-0.004552502
0.005018829,-0.001127723
0.005093875,-0.000798495
0.006637075,0.00480879
0.010482962,0.008490509
0.015375609,0.008197998
0.016801312,0.007634217
0.009153548,0.002275747
0.002148173,0.000785049
0.008187853,0.009786286
0.01613511,0.008195632
0.008738303,-0.006153669
-0.002942588,-0.006776272
-0.001557061,-0.003220467
0.001038326,-0.015091106
-0.00532525,-0.01901115
-0.006818096,-0.009663044
-0.001052154,-0.009682052
-0.001837254,-0.009554136
-0.010832579,0.005641538
-0.018555908,0.031500048
-0.015041221,0.049533431
-0.001788475,0.033561735
-0.000834384,0.007639269
-0.01498364,0.006481351
-0.015107763,-0.000730261
-0.00091639,-0.020522573
0.006631653,-0.017645412
0.00949942,-0.011515941
0.004560858,-0.027802763
-0.006079912,-0.042326082
-0.001064308,-0.037959962
0.001315401,-0.021983639
-0.012379196,8.42E-05
0.00318898,0.025772408
0.034600462,0.044581683
0.019766956,0.043803173
-0.006819404,0.027071657
0.001567817,0.005280879
0.010178257,-0.01220378
0.005724423,-0.012751156
0.002903437,-0.003729212
-0.005251002,-0.003517964
-0.010520145,-0.006522236
-0.010417174,-0.009839901
-0.017648978,-0.018459359
-0.014310537,-0.014534393
0.005932991,0.004108221
0.016453692,0.013194572
0.015355076,0.014603503
0.015570467,0.014668628
0.013870127,0.003513955
0.009737069,-0.004052879
0.005230311,0.005329383
-0.007363941,0.012211619
-0.022092295,0.004616696
-0.014966501,-0.008030887
0.002990448,-0.011941197
-0.001424317,-0.004939065
-0.011677638,0.002671065
-0.005500209,0.009394347
-0.002015172,0.012272388
-0.004172106,0.003376113
-0.007419693,-0.008842277
-0.025033861,-0.016448615
-0.037315493,-0.018136587
-0.01941054,-0.011825251
0.003898197,-0.009253433
0.017376896,-0.016375196
0.035332855,-0.018436023
0.041074182,-0.006902485
0.021228429,0.013063202
0.007800054,0.027921987
0.012315855,0.027350191
0.013715895,0.017873409
0.006157864,0.005578376
-0.006034402,-0.007943018
-0.010315011,-0.016550249
0.000711976,-0.013880384
0.004513049,0.006906933
-0.003614483,0.023248609
-0.002886708,0.00340612
-0.00218143,-0.016625013
-0.009715056,-0.001919853
-0.008997776,0.017136195
-0.004944607,0.035854093
-0.009874235,0.058476455
-0.015379638,0.043763683
-0.016985415,-0.012929679
-0.015215627,-0.070217559
-0.007612,-0.098398345
-0.000343187,-0.088839875
0.001702485,-0.057081584
0.002940201,-0.012187527
0.004413894,0.036504463
0.004246448,0.056365606
0.005785619,0.056930396
0.0108338,0.066290875
0.010887655,0.060663095
0.003696715,0.030417062
0.003144477,0.000585789
0.008660797,-0.023969143
0.006928976,-0.042048226
0.003575616,-0.0386585
0.004589367,-0.011569665
0.003460884,0.008152691
-0.000199005,-0.008023626
-0.001590851,-0.030079552
0.002853612,-0.019536917
0.007104334,0.004906913
0.003793821,0.0190382
0.001205436,0.025452584
0.001746975,0.018303353
-0.001866328,-0.002267275
