Biceps_FaseInicialFilter,Biceps_FaseFinalFilter
-0.004510192,-0.000149109
-0.000410148,-0.000854668
-0.002304635,0.003659176
-0.000590605,0.004256058
0.001735283,-0.001186146
-0.000969289,-0.004405287
0.001522024,0.002842283
0.003018889,0.00943541
-0.002965312,0.002589696
-0.003335439,-0.003481088
0.000224386,-0.000167154
0.001604079,-0.002815235
0.004341313,-0.006834954
0.001868446,-0.000555037
-0.00210125,-0.000644254
0.001779517,-0.00713056
0.002456019,-0.001165788
-2.41E-05,0.004563509
0.002166463,-0.001601011
0.000474698,-0.005115165
-0.002757476,-0.003315287
-0.002225458,-0.000166588
-0.001970215,0.00598778
0.002476935,0.007027185
0.004014397,0.001288789
-0.003153025,-0.001327798
-0.002385653,-7.36E-05
0.002040232,0.003674913
-0.001993351,0.008476531
-0.004061009,0.005213752
-0.004245232,-0.004057269
-0.005754127,-0.006728842
-0.001949536,-0.004322251
0.003260904,-0.002259173
0.005909044,0.001852487
0.006017357,0.001477393
0.003575258,-0.004743782
0.003831038,-0.001920396
0.005089953,0.00364511
0.001086523,-0.001718853
-0.006072531,-0.002485593
-0.008241143,0.003270863
-0.002729064,-0.002019899
-0.00074734,-0.00698163
-0.003263745,-0.000168072
0.001132873,0.004677274
0.003237248,0.005633602
-0.000703684,0.008117507
0.00451222,0.005872818
0.007991519,-0.000751143
-0.003030821,-0.003250404
-0.00810611,-0.000660855
-0.001002628,-0.000389488
0.002198762,-0.005250029
0.002251099,-0.006993107
0.001614815,-0.003096517
-0.002818336,-0.000630828
-0.001129104,-4.04E-06
0.004137368,0.002000427
0.000199495,0.002805764
-0.002304508,-0.001396797
0.002333553,-0.004363913
0.00172386,0.001903324
-0.002217266,0.005800335
-0.00217613,0.000271506
0.000207763,-0.000582038
0.001793086,0.002416467
-0.001000449,0.000461213
-0.003803947,-0.000368628
-0.00174511,0.000546847
-0.001262656,0.001282984
-0.002046568,0.004786285
0.000559317,0.003793645
0.002162791,-0.005698454
0.002463445,-0.007858942
0.002382448,0.004145134
-0.001281644,0.007448718
-0.003507661,-0.004457369
-0.001318942,-0.005921592
0.00036327,0.001395903
0.002940242,-0.003189377
0.007296066,-0.00852292
0.00843932,-0.00193567
0.003715482,0.004294227
-0.004692648,0.002916038
-0.008177817,0.000935033
-0.006204518,0.001895322
-0.005676757,0.001864517
0.000200353,0.000671714
0.008335128,0.002005156
0.003702368,0.001558485
-0.002762859,-0.004330905
-0.00077272,-0.006049738
0.000459987,0.000640535
0.001792955,0.005751889
0.003257653,0.005832523
-0.000424485,0.004550741
-0.003448698,0.002285559
-0.00239449,0.000405547
-0.001181431,-0.002639425
-0.003622983,-0.006581395
-0.005771877,-0.002819212
0.000201284,0.002785939
0.00364823,-0.000364019
-0.000989798,-0.002552868
0.001485591,-0.002781612
0.004702328,-0.006163217
-0.000405701,-0.002041579
0.0001703,0.002514305
0.00183571,-0.002065946
-0.002123958,0.000330283
0.002004061,0.007766808
0.008071988,0.007340726
0.00392955,0.004427659
-0.001764494,-0.002239561
-0.003868714,-0.009213076
-0.003619248,-0.004000061
-0.001498322,0.002845777
0.00100856,0.001783454
0.005136801,0.001341469
0.005614441,0.001522019
-0.000168146,-4.94E-05
-0.002950391,-0.000276985
-0.007050754,0.00016087
-0.014732467,0.001675176
-0.009544239,0.002443325
0.001327813,-0.00025574
0.001417983,-0.001522269
0.00105349,-0.000707373
0.004581821,-0.001687745
0.005161628,-0.00571858
0.003766859,-0.011638447
0.00257652,-0.007807761
0.004548671,0.007333381
0.006080785,0.014225226
0.003391394,0.010752237
0.002064451,0.007428052
-4.43E-05,-0.000129574
-0.002226887,-0.008247475
0.001119074,-0.004027789
1.04E-05,0.004109997
-0.006573469,0.002426532
-0.006151806,0.000137018
-0.002906242,0.003128095
-0.002731066,-0.000579075
-0.000285542,-0.006390609
0.002025572,-0.004945836
0.00011139,-0.007427694
2.96E-05,-0.011968769
0.0021654,-0.008422864
-0.000709401,-0.003909989
-0.004001076,0.003264732
-0.000934028,0.012172177
0.000147294,0.007803113
-0.002625448,0.000288426
0.000679816,0.002227858
0.004544123,0.003251122
-1.04E-05,0.003572136
-0.003183603,0.005623731
0.001636482,0.004013336
0.005802465,0.001426542
0.004048028,-0.001240769
0.00106608,-0.001675615
0.002650001,0.001686877
0.005621698,0.000820347
0.001440241,-0.002423217
-0.005160871,-0.002060464
-0.004041162,0.001691248
-0.001783196,0.005516048
-0.00381762,-0.000688351
-0.0022003,-0.008996316
0.000819525,-0.005436779
-0.001727211,-0.00384899
-0.003963585,-0.006422589
-0.001797072,-0.002254133
0.001262242,-0.0013966
0.002755336,-0.003051772
0.001348963,9.91E-05
-0.000859627,-0.000592781
-7.19E-05,-0.000278828
0.00202542,0.004166807
0.002890529,0.000465623
0.003157465,-0.002247104
0.001151578,0.006062952
-0.002388567,0.010328602
-0.001805777,0.006619713
-0.00037774,0.003922906
-0.002777468,0.000896899
-0.000510569,-0.001277135
0.005884469,-0.000111562
0.004947487,-0.002071358
0.001679042,-0.005047399
0.001765715,-0.000698832
-0.001926734,0.004569017
-0.007400061,0.002940943
-0.007740265,-0.00038082
-0.003611941,-0.003352091
0.001418009,-0.006308975
0.001978669,-0.003254307
-0.001685469,0.002522758
-0.002701651,0.002511953
-0.000525179,-0.001586762
0.001978071,-0.004611828
0.004895811,-0.002053884
0.0057601,0.002185818
0.002078851,-0.001980192
-0.002738266,-0.007773509
-0.002001613,-0.004699386
0.002788776,0.000249489
0.000407416,0.000945003
-0.003925974,0.000891031
0.003395341,0.00362072
0.008711307,0.00790585
0.000942349,0.008625847
-0.004820837,0.006741698
-0.003161862,0.00457081
-0.000528982,-0.001512903
0.000741352,-0.00673275
-0.000487181,-0.003107079
0.000648261,0.003376912
0.00481321,0.002734961
-6.85E-06,-0.002775165
-0.011842158,-0.002198848
-0.009575559,0.00347284
0.004701255,0.002724641
0.00452097,-0.003209819
-0.005123193,-0.00653475
-0.001604852,-0.006100892
0.002886762,-0.003345976
-0.002471463,-0.001843558
-0.00220887,-0.002430892
0.003087599,-0.003965852
0.003495301,-0.005244294
0.003631963,0.000875279
0.003577971,0.008935071
0.000327056,0.00513679
-1.64E-05,0.000132431
0.001485529,0.00329707
-0.000287307,0.00391034
0.00177634,0.002096242
0.006260552,0.001791861
0.002688428,0.001558596
-0.000825879,0.002840522
-0.000408263,-0.000324105
-0.003983371,-0.003323292
-0.0032033,0.003131091
-0.000370494,0.001511756
-0.008073936,-0.007491108
-0.009674356,-0.001135503
0.001625357,0.005656776
0.004411108,-0.000320943
0.000133192,-0.002303955
0.001252488,-0.003166906
0.001500521,-0.006321045
9.25E-06,-0.001104966
-5.57E-05,0.001231718
-0.002915068,-0.002414704
-0.002680459,0.000561242
0.002820575,-0.000950609
0.002516378,-0.006149041
0.001087784,0.000259086
0.005428423,0.002987728
0.004326573,-0.000289083
-0.000435292,0.006306454
0.001400724,0.007294646
0.001491862,-0.000538258
-0.002790869,0.002139074
-0.003502293,0.004781223
-0.00316297,-0.001338727
-0.001047602,-0.001452032
0.003021359,0.001021833
-0.000897215,-0.004273246
-0.006511402,-0.008229605
-0.002037688,-0.003414266
0.004138266,0.004488299
0.005704117,0.006021174
0.004841352,-0.000252272
-0.000702673,-0.002940584
-0.005994549,-0.000570924
-0.004179052,-0.000874039
-0.000882246,0.00225651
0.000332458,0.006198485
0.000687032,0.000238427
-0.001007016,-0.0043506
-0.001147242,-0.001878188
0.00069142,-0.002460257
0.001707628,-0.004211399
0.004841215,-0.002031408
0.003664735,0.003055023
-0.004069081,0.005193031
-0.00288974,0.000685374
0.003544478,0.000778774
0.001391609,0.004017087
-0.000740137,-0.002895377
0.000169671,-0.00655243
-0.002283932,-0.000119689
-0.000351842,-0.000365218
0.004704601,-0.003445906
0.001069039,0.001184178
-0.003483936,0.005168973
-0.000715647,0.002613487
-0.000165984,-0.000818507
-0.003425743,0.000156527
-0.002555747,0.000969348
0.001000435,-0.000886045
0.001707726,0.001065319
0.000476135,0.003562816
0.001042522,0.001685563
0.000563158,0.001122996
-0.003220178,0.000467722
-0.003053426,-0.003705048
0.000713492,-0.004209056
0.001047161,-0.00025844
0.001546233,-3.24E-05
0.003024779,-0.000717593
0.002396076,0.0016632
0.003089847,-0.000629102
0.000869174,-0.00284978
-0.004748169,0.00201702
-0.002156265,0.000826276
0.002138169,-0.005889107
-0.000366912,-0.006465633
0.000980513,-0.004514354
0.001388912,-0.000200975
-0.005729033,0.003814608
-0.004199428,0.002045105
0.002802101,0.003258661
0.001484104,0.005459686
0.000673281,0.003475029
0.000740604,0.005145615
-0.002078065,0.00515246
0.000839361,0.002012716
0.003564196,0.003252889
0.000990403,-0.000306496
0.000314911,-0.004130338
-0.001619185,0.001186982
-0.003143312,-0.001778104
0.001290914,-0.009262576
0.002560426,-0.003686639
-0.000755424,0.00017872
-0.001013842,-0.003384187
-0.000878305,-0.002281594
-0.001328626,-0.001174768
0.000602632,-0.002271229
0.000823336,-0.002178614
-0.000805648,-0.003769795
0.001150072,-0.001788333
0.00137801,0.004819319
-0.004549502,0.006210963
-0.003623665,0.00255291
0.005514432,0.000220968
0.003769664,0.002791799
-0.004882706,0.005762539
-0.003275403,0.000730059
0.000451689,-0.001874946
0.000603717,0.003465877
0.003922913,0.000884512
0.004322572,-0.003607738
0.000323694,0.002879263
-0.00112816,0.006449142
-0.000432091,0.000258223
0.001962352,-0.005196761
0.001053689,-0.003182219
-0.002503298,0.002452078
0.001750632,0.000444754
0.003393576,-0.007288755
-0.004123324,-0.008294635
-0.005023949,-0.004710079
-0.002693313,-0.004985278
-0.002995974,-0.00534305
0.002219853,0.001982954
0.002903851,0.01053188
-0.003909226,0.009195419
-0.001920049,0.003418756
0.00274456,-1.45E-05
-0.000107889,-0.003063697
2.09E-05,-0.002119321
0.003318758,0.001441518
0.001230582,0.000663026
-0.000568958,0.00092861
0.002707365,0.002731459
0.005110053,-0.00110411
0.003595736,-0.001465388
-7.99E-05,0.004713537
-0.004537281,0.002463791
-0.006045944,-0.004840109
-0.004374455,-0.003699158
-0.005262563,0.002352745
-0.005490275,0.006458826
-0.000503388,0.003312358
0.004145658,-0.00610311
0.008055754,-0.006962057
0.008810642,0.000625442
0.002314234,-0.000223574
0.001447329,-0.005848317
0.005376772,-0.001755925
0.000700729,0.005880159
-0.00148717,0.005018577
0.000138571,-0.000686525
-0.005302687,-0.004066905
-0.005315533,-0.003086364
0.000573171,0.002537867
-0.000909017,0.004181745
-0.00538533,-0.003722778
-0.00791396,-0.006954894
-0.003206642,-0.000529838
0.005557446,0.001586204
0.001226251,0.000811446
-0.005820418,0.003337617
-0.001644719,0.001524224
-0.001417634,-0.000648077
-0.005017759,0.005052269
-0.001042133,0.008765113
0.003713691,0.004166418
0.004603491,-0.001072859
0.005191233,-0.003071349
0.007860725,-0.003918522
0.00994769,-0.003504285
0.006055929,-0.003115937
0.001899645,-0.005369389
0.00563072,-0.004535313
0.009157712,0.003772772
0.001688722,0.009709523
-0.007275333,0.004998626
-0.005609992,-0.003089433
-0.005991469,-0.004105959
-0.01378459,-0.00130163
-0.009589865,-0.003096434
0.002573269,-0.003936678
0.000703988,0.002752635
-0.00600921,0.006150627
-0.001693981,-0.001669946
0.001870685,-0.00752383
-0.000927976,-0.002056584
0.000105939,0.003816011
0.000104619,0.002754949
-0.00304731,-2.69E-05
0.000777588,0.000297127
0.004789956,0.002413619
0.003003162,0.000470822
0.002674247,-0.002029512
0.00167431,0.000248547
0.000247539,-0.000405735
0.002167257,-0.000759616
0.000767267,0.004968273
-0.001364254,0.003325731
0.002438824,-0.002462608
0.003315372,0.00121584
-0.001980443,0.00383643
-0.004202509,0.00048122
-0.001448613,-0.000809095
0.001297718,-0.001761285
0.002243517,-0.00233634
0.00273079,-0.000799383
0.001865388,-0.001248831
-0.000373382,-0.003254926
0.001633051,-0.002321699
0.005550389,0.000269783
0.002657386,-0.001810777
-0.002023355,-0.004291675
-0.003577381,0.000384501
-0.006810194,0.00345412
-0.006775128,0.002233123
-0.001809796,0.0029857
-0.00162888,7.03E-05
-0.002164376,-0.002912168
0.000896871,0.000846927
1.46E-05,0.000238095
0.000141582,-0.003580543
0.002585885,-0.000196757
-0.003228294,0.003473198
-0.005300821,0.003783681
0.003808908,0.00413977
0.00463447,0.001593264
0.000308349,-0.001178173
0.002292308,-0.001845206
0.000480439,-0.004591082
0.002292653,-0.004636425
0.011425509,0.00117891
0.00489812,0.004971585
-0.008184095,0.003721404
-0.005045814,-0.000193431
-0.000607438,-0.003522368
-0.003738253,-0.001988005
-0.00265598,0.001985124
0.000376479,0.001886877
0.001712878,-0.001153959
0.004305309,0.000861599
0.003181175,0.006236226
-0.002916982,0.003045087
-0.004669096,-0.004195341
0.001247775,-0.003518301
0.005290997,-0.003145504
0.001488501,-0.005710812
-0.001806745,-0.001354237
-0.000972415,0.001592888
-0.002222763,-0.001992413
-0.003331538,-0.002260334
-0.001630376,-0.001070029
-0.001135586,0.001120459
-0.000233679,0.006094513
0.002311204,0.002832287
0.002410108,-0.00461484
0.000225682,-0.002724987
-0.000934298,0.000990915
-0.001276777,0.000862886
-0.001957947,0.002644338
-0.001282952,0.002354527
0.000147262,-0.000953487
0.001068919,0.000796581
0.003104844,0.004845339
0.002970674,0.00473733
5.44E-05,0.001602182
-0.000305917,-0.000989236
-0.001000967,-0.000330083
-0.001829906,-0.001793039
0.002312565,-0.00681548
0.004479267,-0.004354143
0.002261087,0.00134725
0.000935891,0.000172795
-0.00216356,-6.19E-06
-0.004351614,0.001547254
-0.002007284,0.000357547
-0.001253359,0.00229455
-0.001357891,0.003121647
-0.000511563,-0.000783789
-0.002417309,0.000461786
-0.001584688,0.002326778
0.005022711,-0.004486609
0.005746948,-0.007795197
-0.001682496,-0.002464556
-0.003902774,-0.001370064
-0.001419883,-0.002565514
-0.00094526,0.000752796
0.004799989,0.001108471
0.008427731,-0.00041769
-2.70E-05,0.003202832
-0.002420048,0.006403653
0.00066653,0.004139877
-0.006596679,-0.000350014
-0.007713739,-0.002490451
2.93E-05,-0.000177157
-0.001999946,0.003741339
-0.002357722,0.003593187
0.004253247,-0.001767801
0.003833267,-0.004567809
0.003424297,-0.000165925
0.006045694,0.004429062
0.001226485,0.003981943
-0.007538282,-0.000740872
-0.009573264,-0.006108014
-0.00041754,-0.005230245
0.007877849,-0.000485358
0.004503734,-0.001010119
0.00123145,-0.002619287
0.001476516,0.001088802
-0.000512003,0.002544457
0.001589783,-0.001005392
0.003981549,-0.002504963
0.000434379,-0.001523919
-0.001678684,0.001155639
-0.003655541,0.004098907
-0.006158732,0.001224314
-0.001884676,-0.00181714
0.000826803,0.002407392
-0.003754824,0.004185909
-0.002630021,-0.001340799
0.005153151,-0.003766385
0.005786867,0.001178618
-0.000849068,0.005243778
-0.003060325,0.003185626
-0.000126975,0.0012841
0.000631052,0.000676708
0.000593297,-0.003254299
0.001001214,-0.002070918
-0.002512899,0.001858419
-0.005211009,-0.005605581
-0.001206396,-0.0090673
0.003979235,-0.000190475
0.006310358,-0.00017869
0.005538532,-0.002943189
-0.000398223,0.002777287
-0.005688651,0.002466554
-0.003815523,0.000858284
-0.001997187,0.004055487
-0.003544396,-1.32E-05
-0.001018036,-0.001211861
0.003264506,0.005443787
0.003039639,0.001899406
0.001257107,-0.004170705
0.001446802,-0.00063902
0.003618893,0.000462895
0.004366315,-0.001402867
0.00231025,-0.00027842
0.00061256,0.00070726
-0.001856121,0.003485607
-0.003623177,0.005560872
-0.00173738,0.001442316
-0.000295629,-0.004214752
-0.000128447,-0.00497501
-0.000763268,0.000285818
0.000542717,0.002793756
0.003466381,-0.001612853
-0.004108405,-0.0025805
-0.011489972,-0.002396121
-0.004034827,-0.006906993
-0.000710761,-0.004230203
-0.001380921,0.00436438
0.005344751,0.005090407
0.004685741,0.002680866
0.002359948,0.003326769
0.005572341,0.0008985
-0.001011902,-0.002200389
-0.005284546,0.001371137
0.000951177,0.003646979
0.00074096,-0.002081205
0.001628229,-0.003359134
0.006944965,0.002384282
0.000982875,0.000787624
-0.004972658,-0.003224687
-0.000300382,0.001026271
